Fuente:SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación:LOSUROS
,Departamento:PUNO,Provincia:PUNO,Distrito:PUNO
,Latitud:15°49'13.4'',Longitud:69°58'26.9'',Altitud:3819,msnm.
,Tipo:CO,-Meteorológica,Código:100088
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2023-10-01,19.2
,4.6,76.7,0.0
2023-10-02,19.8
,2.6,76.5,0.0
2023-10-03,20.6
,4.2,75.4,0.0
2023-10-04,20.8
,4,73.6,0.0
2023-10-05,21.4
,3.6,74.6,0.0
2023-10-06,22
,5.2,72.6,0.1
2023-10-07,21.6
,4,76.1,2.7
2023-10-08,21.2
,3.8,72.7,0.0
2023-10-09,20.6
,4.4,80.4,0.0
2023-10-10,20.2
,7.2,76.3,0.0
2023-10-11,21.8
,2.2,79.9,0.0
2023-10-12,18.6
,4.6,82.5,0.0
2023-10-13,17.6
,9,80.6,0.0
2023-10-14,18.2
,7.2,76.3,0.0
2023-10-15,18.6
,3.2,72.5,0.0
2023-10-16,17.8
,2.8,77.1,0.0
2023-10-17,17.4
,3.4,80.5,0.0
2023-10-18,16.8
,7.2,78.5,0.6
2023-10-19,15
,8,85.9,0.9
2023-10-20,17
,6.6,77.5,17.3
2023-10-21,13.6
,4.8,84.0,0.4
2023-10-22,17.2
,6,77.5,9.7
2023-10-23,17
,5.8,75.2,0.3
2023-10-24,17.8
,7.8,85.8,1.3
2023-10-25,18.6
,7.6,81.3,0.0
2023-10-26,19.8
,3.2,77.2,0.0
2023-10-27,21
,4,71.7,0.0
2023-10-28,22
,5.8,60.8,0.0
2023-10-29,19.8
,3,66.8,0.0
2023-10-30,19.4
,2.2,64.7,0.0
2023-10-31,18.4
,2,61.6,0.0
2023-11-01,20.6
,3.2,62.6,0.0
