Fuente:SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación:LOSUROS
,Departamento:PUNO,Provincia:PUNO,Distrito:PUNO
,Latitud:15°49'13.4'',Longitud:69°58'26.9'',Altitud:3819,msnm.
,Tipo:CO,-Meteorológica,Código:100088
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2024-05-01,13.6
,6.8,81.8,4.6
2024-05-02,17.2
,3.6,80.4,7.5
2024-05-03,15.4
,5.8,76.3,0.0
2024-05-04,16.6
,0,84.4,0.0
2024-05-05,18.8
,4.4,74.7,0.0
2024-05-06,18.6
,2.6,73.9,0.0
2024-05-07,17.8
,6.6,71.8,0.0
2024-05-08,18
,4.6,77.4,0.0
2024-05-09,17.2
,1.4,78.9,0.0
2024-05-10,17.6
,2.2,72.3,0.0
2024-05-11,20
,4.2,74.3,0.0
2024-05-12,19
,2,70.3,0.0
2024-05-13,18.4
,1.8,73.0,0.0
2024-05-14,16.2
,4.8,80.5,0.0
2024-05-15,16.4
,6.4,79.3,0.4
2024-05-16,16.8
,5.4,82.9,0.3
2024-05-17,15.8
,5,79.0,0.5
2024-05-18,18.2
,3.2,69.1,0.0
2024-05-19,18
,.2,67.1,0.0
2024-05-20,19.2
,-.2,71.6,0.0
2024-05-21,18.8
,-.6,67.2,0.0
2024-05-22,19.6
,-2.2,69.2,0.0
2024-05-23,19.2
,-.6,67.6,0.0
2024-05-24,18.4
,-2.6,70.2,0.0
2024-05-25,19.2
,.6,60.9,0.0
2024-05-26,18.8
,-.6,64.7,0.0
2024-05-27,17.4
,-3.8,65.1,0.0
2024-05-28,16.8
,-5.6,82.2,0.0
2024-05-29,16.2
,-6,83.9,0.0
2024-05-30,16.6
,-5,79.2,0.0
2024-05-31,17.4
,-5,77.5,0.0
2024-06-01,16.2
,-5.2,75.2,0.0
