Fuente:SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación:LOSUROS
,Departamento:PUNO,Provincia:PUNO,Distrito:PUNO
,Latitud:15°49'13.4'',Longitud:69°58'26.9'',Altitud:3819,msnm.
,Tipo:CO,-Meteorológica,Código:100088
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2024-02-01,19
,8.2,73.3,0.3
2024-02-02,14
,7,86.5,4.6
2024-02-03,16.8
,6.6,80.9,0.9
2024-02-04,18.4
,7,75.5,0.0
2024-02-05,18.8
,7.4,77.0,17.5
2024-02-06,15.2
,6.6,85.5,14.2
2024-02-07,15.8
,6,85.4,1.1
2024-02-08,15.8
,7.2,80.2,0.7
2024-02-09,18.6
,4.2,69.5,3.1
2024-02-10,19
,7.4,73.7,8.2
2024-02-11,17.8
,7.6,75.8,14.7
2024-02-12,16.2
,6.4,77.6,0.6
2024-02-13,17
,5.6,77.7,21.1
2024-02-14,16.2
,7.8,83.1,1.2
2024-02-15,17
,7.8,79.3,0.6
2024-02-16,15.6
,5.6,76.7,17.2
2024-02-17,16.8
,6.4,82.7,12.9
2024-02-18,15.6
,7.8,80.6,28.1
2024-02-19,12.4
,7.4,91.9,3.8
2024-02-20,13.8
,6.6,84.6,4.0
2024-02-21,16
,6,78.6,0.9
2024-02-22,17.8
,4.4,75.7,0.0
2024-02-23,17.2
,5.2,77.4,0.2
2024-02-24,15.2
,7,79.8,4.2
2024-02-25,14.8
,8.2,81.1,3.3
2024-02-26,14.2
,7.6,84.9,18.0
2024-02-27,16.6
,7.2,81.4,12.2
2024-02-28,14.8
,8,84.7,8.9
2024-02-29,15.4
,5.8,85.5,7.6
