Fuente:SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:* S/D = Sin Datos.

,Estación:PUNO
,Departamento:PUNO,Provincia:PUNO,Distrito:PUNO
,Latitud:15°49'34.5'',Longitud:70°0'43.5'',Altitud:3812,msnm.
,Tipo:EMA,-Meteorológica,Código:472DD33A
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2024/01/02,16:00,14.2,S/D,55,32,2.5
2024/01/02,17:00,15.6,S/D,52,103,2.3
2024/01/02,18:00,14.6,S/D,53,78,3.2
2024/01/02,19:00,10.0,S/D,78,255,2.3
2024/01/02,20:00,10.0,S/D,78,255,2.3
2024/01/02,21:00,8.6,S/D,87,315,1.1
2024/01/02,22:00,9.1,S/D,83,308,1.0
2024/01/02,23:00,9.0,S/D,79,298,1.4
2024/01/03,00:00,8.6,S/D,81,313,1.1
2024/01/03,01:00,8.8,S/D,78,281,1.4
2024/01/03,02:00,8.9,S/D,75,313,1.1
2024/01/03,03:00,8.6,S/D,76,306,1.3
2024/01/03,04:00,8.4,S/D,79,329,1.6
2024/01/03,05:00,8.8,S/D,77,327,1.0
2024/01/03,06:00,8.9,S/D,75,324,0.6
2024/01/03,07:00,9.1,S/D,76,119,0.6
2024/01/03,08:00,9.9,S/D,74,73,2.8
2024/01/03,09:00,11.2,S/D,73,87,2.4
2024/01/03,10:00,12.8,S/D,64,133,1.4
2024/01/03,11:00,13.1,S/D,60,358,2.2
2024/01/03,12:00,14.9,S/D,53,328,2.5
2024/01/03,13:00,15.2,S/D,55,103,4.4
2024/01/03,14:00,16.2,S/D,59,94,4.8
2024/01/03,15:00,16.3,S/D,51,76,5.4
2024/01/03,16:00,14.7,S/D,52,70,5.1
2024/01/03,17:00,14.2,S/D,53,91,5.1
2024/01/03,18:00,13.8,S/D,56,89,3.9
2024/01/03,19:00,13.5,S/D,61,98,4.0
2024/01/03,20:00,11.7,S/D,76,142,9.6
2024/01/03,21:00,6.5,S/D,92,127,3.6
2024/01/03,22:00,6.9,S/D,89,245,1.7
2024/01/03,23:00,7.0,S/D,86,318,1.5
2024/01/04,00:00,7.4,S/D,86,317,1.3
2024/01/04,01:00,7.6,S/D,86,286,1.3
2024/01/04,02:00,7.5,S/D,85,306,1.3
2024/01/04,03:00,7.7,S/D,85,183,2.2
2024/01/04,04:00,7.8,S/D,86,312,0.9
2024/01/04,05:00,7.9,S/D,83,94,1.2
2024/01/04,06:00,7.2,S/D,88,259,1.8
2024/01/04,07:00,7.3,S/D,90,155,2.2
2024/01/04,08:00,8.6,S/D,80,70,0.8
2024/01/04,09:00,9.2,S/D,75,84,0.4
2024/01/04,10:00,9.4,S/D,80,97,3.5
2024/01/04,11:00,9.8,S/D,80,151,1.1
2024/01/04,12:00,11.2,S/D,74,90,5.6
2024/01/04,13:00,12.7,S/D,71,102,3.4
2024/01/04,14:00,13.6,S/D,64,102,3.4
2024/01/04,15:00,14.9,S/D,59,104,3.4
2024/01/04,16:00,15.4,S/D,56,106,3.5
2024/01/04,17:00,15.2,S/D,55,178,4.7
2024/01/04,18:00,13.9,S/D,62,134,3.2
2024/01/04,19:00,13.6,S/D,62,167,4.7
2024/01/04,20:00,13.0,S/D,62,164,6.5
2024/01/04,21:00,9.9,S/D,76,188,5.4
2024/01/04,22:00,9.7,S/D,74,172,5.6
2024/01/04,23:00,9.5,S/D,76,175,4.9
2024/01/05,00:00,8.8,S/D,80,183,4.1
2024/01/05,01:00,8.1,S/D,84,173,2.5
2024/01/05,02:00,7.5,S/D,84,168,4.1
2024/01/05,03:00,6.6,S/D,85,249,1.3
2024/01/05,04:00,6.6,S/D,85,244,1.8
2024/01/05,05:00,6.7,S/D,83,228,1.5
2024/01/05,06:00,7.0,S/D,85,321,0.6
2024/01/05,07:00,7.2,S/D,86,68,3.3
2024/01/05,08:00,6.8,S/D,91,52,2.1
2024/01/05,09:00,7.0,S/D,86,49,1.2
2024/01/05,10:00,7.5,S/D,85,55,1.3
2024/01/05,11:00,8.0,S/D,84,68,0.8
2024/01/05,12:00,9.7,S/D,75,175,0.7
2024/01/05,13:00,11.6,S/D,68,146,1.9
2024/01/05,14:00,13.0,S/D,62,90,3.6
2024/01/05,15:00,13.9,S/D,56,102,4.5
2024/01/05,16:00,14.4,S/D,53,98,3.8
2024/01/05,17:00,14.6,S/D,51,86,4.2
2024/01/05,18:00,14.5,S/D,49,76,4.5
2024/01/05,19:00,11.9,S/D,64,62,1.1
2024/01/05,20:00,11.9,S/D,64,62,1.1
2024/01/05,21:00,11.9,S/D,68,45,2.9
2024/01/05,22:00,11.2,S/D,67,210,4.2
2024/01/05,23:00,9.1,S/D,74,209,2.9
2024/01/06,00:00,6.6,S/D,91,290,2.3
2024/01/06,01:00,7.0,S/D,91,245,1.1
2024/01/06,02:00,8.1,S/D,88,351,1.3
2024/01/06,03:00,8.3,S/D,88,231,2.1
2024/01/06,04:00,7.9,S/D,83,307,1.2
2024/01/06,05:00,7.2,S/D,84,299,1.1
2024/01/06,06:00,7.1,S/D,84,302,1.1
2024/01/06,07:00,7.1,S/D,86,307,1.0
2024/01/06,08:00,9.2,S/D,75,182,0.7
2024/01/06,09:00,11.0,S/D,66,113,1.3
2024/01/06,10:00,11.8,S/D,60,150,0.9
2024/01/06,11:00,13.2,S/D,57,130,1.7
2024/01/06,12:00,14.5,S/D,54,85,4.0
2024/01/06,13:00,15.3,S/D,48,90,5.1
2024/01/06,14:00,15.5,S/D,45,79,5.1
2024/01/06,15:00,15.5,S/D,40,92,4.4
2024/01/06,16:00,15.7,S/D,39,85,3.9
2024/01/06,17:00,15.7,S/D,37,86,4.0
2024/01/06,18:00,15.6,S/D,35,64,3.5
2024/01/06,20:00,12.7,S/D,50,59,1.5
2024/01/06,21:00,12.5,S/D,54,50,1.6
2024/01/06,22:00,11.9,S/D,59,57,2.0
2024/01/06,23:00,11.0,S/D,65,75,1.8
2024/01/07,00:00,11.2,S/D,65,108,3.1
2024/01/07,01:00,10.5,S/D,71,327,0.6
2024/01/07,02:00,9.8,S/D,76,290,1.8
2024/01/07,03:00,9.1,S/D,79,308,0.8
2024/01/07,04:00,8.6,S/D,82,288,1.6
2024/01/07,05:00,8.4,S/D,82,294,1.3
2024/01/07,06:00,7.7,S/D,82,296,1.5
2024/01/07,07:00,8.2,S/D,77,301,0.4
2024/01/07,08:00,10.7,S/D,68,191,0.6
2024/01/07,09:00,12.6,S/D,60,120,2.2
2024/01/07,10:00,13.5,S/D,55,129,1.5
2024/01/07,11:00,14.4,S/D,53,96,2.7
2024/01/07,12:00,15.0,S/D,50,146,0.9
2024/01/07,13:00,15.9,S/D,46,92,4.3
2024/01/07,14:00,16.8,S/D,43,112,4.8
2024/01/07,15:00,17.3,S/D,34,108,4.7
2024/01/07,16:00,17.6,S/D,35,103,5.4
2024/01/07,17:00,17.5,S/D,39,77,5.3
2024/01/07,18:00,16.6,S/D,45,79,5.4
2024/01/07,19:00,14.0,S/D,61,105,5.9
2024/01/07,20:00,14.0,S/D,61,105,5.9
2024/01/07,21:00,13.8,S/D,61,115,4.4
2024/01/07,22:00,13.0,S/D,63,159,5.6
2024/01/07,23:00,12.2,S/D,63,154,3.4
2024/01/08,00:00,11.7,S/D,60,178,2.8
2024/01/08,01:00,10.7,S/D,63,307,1.0
2024/01/08,02:00,10.0,S/D,63,293,1.3
2024/01/08,03:00,9.5,S/D,65,285,1.4
2024/01/08,04:00,8.9,S/D,68,280,1.6
2024/01/08,05:00,8.4,S/D,71,317,0.9
2024/01/08,06:00,8.6,S/D,69,299,1.2
2024/01/08,07:00,8.8,S/D,65,279,1.3
2024/01/08,08:00,11.8,S/D,55,99,1.5
2024/01/08,09:00,13.4,S/D,53,101,1.7
2024/01/08,10:00,14.8,S/D,50,120,2.9
2024/01/08,11:00,15.5,S/D,47,121,3.1
2024/01/08,12:00,16.4,S/D,44,126,2.1
2024/01/08,13:00,17.2,S/D,42,111,4.5
2024/01/08,14:00,18.2,S/D,32,114,4.6
2024/01/08,15:00,18.5,S/D,31,104,5.2
2024/01/08,16:00,18.6,S/D,30,103,5.9
2024/01/08,17:00,18.2,S/D,34,93,5.3
2024/01/08,18:00,17.5,S/D,37,80,6.5
2024/01/08,19:00,15.9,S/D,43,88,3.7
2024/01/08,20:00,14.3,S/D,48,67,2.0
2024/01/08,21:00,13.2,S/D,53,11,1.4
2024/01/08,22:00,12.9,S/D,53,110,3.3
2024/01/08,23:00,12.9,S/D,56,106,4.8
2024/01/09,00:00,11.4,S/D,64,62,3.0
2024/01/09,01:00,10.9,S/D,63,98,1.7
2024/01/09,02:00,10.5,S/D,65,229,2.1
2024/01/09,03:00,9.5,S/D,69,292,1.0
2024/01/09,04:00,8.9,S/D,69,310,1.2
2024/01/09,05:00,8.7,S/D,68,294,1.4
2024/01/09,06:00,8.4,S/D,69,342,0.6
2024/01/09,07:00,8.2,S/D,72,286,1.2
2024/01/09,08:00,11.4,S/D,59,134,2.0
2024/01/09,09:00,12.5,S/D,55,114,1.3
2024/01/09,10:00,13.9,S/D,53,103,4.0
2024/01/09,11:00,14.8,S/D,46,109,4.6
2024/01/09,12:00,15.7,S/D,35,112,5.1
2024/01/09,13:00,16.2,S/D,32,117,4.6
2024/01/09,14:00,17.4,S/D,20,90,4.8
2024/01/09,15:00,17.6,S/D,20,125,4.2
2024/01/09,16:00,17.9,S/D,20,112,4.1
2024/01/09,17:00,18.1,S/D,23,105,3.9
2024/01/09,18:00,17.8,S/D,22,78,4.8
2024/01/09,19:00,16.5,S/D,26,69,2.9
2024/01/09,20:00,14.8,S/D,30,59,1.4
2024/01/09,21:00,14.1,S/D,32,46,1.6
2024/01/09,22:00,13.9,S/D,38,63,1.2
2024/01/09,23:00,12.8,S/D,42,359,1.5
2024/01/10,00:00,13.2,S/D,39,1,2.1
2024/01/10,01:00,11.5,S/D,44,318,1.4
2024/01/10,02:00,10.4,S/D,47,282,1.2
2024/01/10,03:00,9.6,S/D,43,307,0.9
2024/01/10,04:00,9.1,S/D,51,71,2.1
2024/01/10,05:00,9.4,S/D,55,13,2.1
2024/01/10,06:00,8.7,S/D,59,299,1.0
2024/01/10,07:00,8.1,S/D,65,287,1.6
2024/01/10,08:00,11.3,S/D,56,144,1.8
2024/01/10,09:00,13.3,S/D,49,152,1.6
2024/01/10,10:00,14.1,S/D,45,125,2.5
2024/01/10,11:00,14.7,S/D,43,133,2.6
2024/01/10,12:00,15.8,S/D,40,118,2.3
2024/01/10,13:00,17.0,S/D,35,120,3.7
2024/01/10,14:00,17.7,S/D,35,110,4.1
2024/01/10,15:00,18.4,S/D,31,67,4.9
2024/01/10,16:00,18.6,S/D,22,69,4.5
2024/01/10,17:00,18.2,S/D,29,73,5.3
2024/01/10,18:00,16.9,S/D,33,74,5.0
2024/01/10,19:00,14.2,S/D,51,60,1.7
2024/01/10,20:00,14.2,S/D,51,60,1.7
2024/01/10,21:00,13.7,S/D,58,59,2.3
2024/01/10,22:00,13.8,S/D,55,154,5.5
2024/01/10,23:00,12.3,S/D,53,190,7.0
2024/01/11,00:00,10.2,S/D,65,199,7.6
2024/01/11,01:00,9.0,S/D,64,348,2.6
2024/01/11,02:00,10.4,S/D,53,275,1.4
2024/01/11,03:00,9.9,S/D,54,332,1.6
2024/01/11,04:00,9.0,S/D,60,301,1.4
2024/01/11,05:00,8.1,S/D,64,324,1.2
2024/01/11,06:00,7.9,S/D,65,320,1.2
2024/01/11,07:00,8.5,S/D,61,296,1.0
2024/01/11,08:00,11.6,S/D,54,76,1.2
2024/01/11,09:00,13.3,S/D,51,99,1.1
2024/01/11,10:00,14.3,S/D,48,104,3.5
2024/01/11,11:00,14.3,S/D,51,60,2.9
2024/01/11,12:00,15.2,S/D,51,97,4.5
2024/01/11,13:00,16.4,S/D,47,78,5.0
2024/01/11,14:00,16.9,S/D,42,87,5.1
2024/01/11,15:00,17.4,S/D,37,72,5.4
2024/01/11,16:00,17.4,S/D,35,78,4.9
2024/01/11,17:00,17.3,S/D,36,75,5.3
2024/01/11,18:00,16.7,S/D,37,76,5.1
2024/01/11,19:00,15.8,S/D,37,67,4.1
2024/01/11,20:00,14.3,S/D,44,46,3.8
2024/01/11,21:00,13.5,S/D,51,338,2.4
2024/01/11,22:00,12.3,S/D,52,334,1.1
2024/01/11,23:00,11.6,S/D,55,315,1.1
2024/01/12,00:00,10.8,S/D,59,315,1.4
2024/01/12,01:00,10.2,S/D,62,352,0.5
2024/01/12,02:00,9.8,S/D,67,323,1.0
2024/01/12,03:00,9.0,S/D,67,305,1.1
2024/01/12,04:00,8.5,S/D,67,310,1.0
2024/01/12,05:00,8.4,S/D,63,286,1.8
2024/01/12,06:00,7.7,S/D,67,9,0.9
2024/01/12,07:00,8.0,S/D,69,306,1.0
2024/01/12,08:00,9.3,S/D,65,254,2.0
2024/01/12,09:00,11.5,S/D,57,288,1.5
2024/01/12,10:00,12.2,S/D,56,30,3.2
2024/01/12,11:00,11.6,S/D,60,105,2.5
2024/01/12,12:00,13.4,S/D,57,129,2.3
2024/01/12,13:00,14.9,S/D,47,127,2.5
2024/01/12,14:00,16.2,S/D,45,103,5.0
2024/01/12,15:00,17.0,S/D,44,113,6.0
2024/01/12,16:00,17.3,S/D,37,93,5.6
2024/01/12,17:00,16.2,S/D,43,161,6.7
2024/01/12,18:00,14.4,S/D,49,172,7.4
2024/01/12,19:00,12.1,S/D,54,172,7.9
2024/01/12,20:00,10.5,S/D,63,170,7.8
2024/01/12,22:00,10.7,S/D,59,180,4.7
2024/01/12,23:00,10.9,S/D,54,166,3.4
2024/01/13,00:00,9.8,S/D,63,189,5.1
2024/01/13,01:00,9.5,S/D,62,192,3.7
2024/01/13,02:00,9.3,S/D,60,283,1.1
2024/01/13,03:00,8.6,S/D,61,315,1.3
2024/01/13,04:00,8.4,S/D,61,296,1.5
2024/01/13,05:00,7.8,S/D,62,283,1.3
2024/01/13,06:00,7.1,S/D,68,308,1.0
2024/01/13,07:00,7.4,S/D,73,277,1.6
2024/01/13,08:00,9.9,S/D,61,129,1.3
2024/01/13,09:00,12.0,S/D,53,73,1.2
2024/01/13,10:00,13.2,S/D,48,88,2.7
2024/01/13,11:00,14.3,S/D,49,98,2.8
2024/01/13,12:00,14.9,S/D,50,86,3.5
2024/01/13,13:00,15.8,S/D,48,117,3.1
2024/01/13,14:00,16.6,S/D,45,106,3.4
2024/01/13,15:00,17.3,S/D,41,91,4.8
2024/01/13,16:00,17.4,S/D,39,73,5.7
2024/01/13,17:00,16.9,S/D,41,64,4.8
2024/01/13,18:00,16.5,S/D,41,57,4.7
2024/01/13,19:00,14.7,S/D,46,67,2.0
2024/01/13,20:00,S/D,S/D,S/D,S/D,S/D
2024/01/13,21:00,13.4,S/D,49,307,1.9
2024/01/13,22:00,12.5,S/D,52,308,1.7
2024/01/13,23:00,12.2,S/D,54,296,1.2
2024/01/14,00:00,11.9,S/D,57,301,1.1
2024/01/14,01:00,11.4,S/D,62,75,2.8
2024/01/14,02:00,10.0,S/D,78,153,0.5
2024/01/14,03:00,9.8,S/D,76,281,1.0
2024/01/14,04:00,10.1,S/D,70,189,1.3
2024/01/14,05:00,7.5,S/D,86,281,1.7
2024/01/14,06:00,7.6,S/D,86,12,1.7
2024/01/14,07:00,8.4,S/D,79,275,1.2
2024/01/14,08:00,10.3,S/D,71,132,1.7
2024/01/14,09:00,12.0,S/D,63,169,0.7
2024/01/14,10:00,13.3,S/D,60,115,1.9
2024/01/14,11:00,14.0,S/D,56,107,1.7
2024/01/14,12:00,15.5,S/D,53,129,1.8
2024/01/14,13:00,16.5,S/D,50,108,4.0
2024/01/14,14:00,16.6,S/D,51,94,5.1
2024/01/14,15:00,17.3,S/D,46,56,6.1
2024/01/14,16:00,17.0,S/D,40,74,5.9
2024/01/14,17:00,16.4,S/D,43,102,3.5
2024/01/14,18:00,16.3,S/D,46,80,4.8
2024/01/14,19:00,14.7,S/D,57,61,2.7
2024/01/14,20:00,13.8,S/D,S/D,S/D,S/D
2024/01/14,21:00,13.6,S/D,62,10,1.8
2024/01/14,22:00,13.2,S/D,62,13,1.5
2024/01/14,23:00,12.9,S/D,65,38,2.9
2024/01/15,00:00,12.6,S/D,65,57,2.9
2024/01/15,01:00,11.9,S/D,68,39,2.7
2024/01/15,02:00,11.4,S/D,67,43,3.2
2024/01/15,03:00,10.8,S/D,71,349,1.1
2024/01/15,04:00,11.2,S/D,68,357,2.8
2024/01/15,05:00,9.7,S/D,79,342,2.9
2024/01/15,06:00,9.9,S/D,72,48,1.5
2024/01/15,07:00,9.4,S/D,82,118,7.8
2024/01/15,08:00,8.4,S/D,81,188,4.5
2024/01/15,09:00,8.5,S/D,81,159,3.3
2024/01/15,10:00,8.5,S/D,86,79,3.0
2024/01/15,11:00,8.0,S/D,89,51,4.9
2024/01/15,12:00,8.8,S/D,84,92,4.0
2024/01/15,13:00,12.0,S/D,72,91,4.5
2024/01/15,14:00,13.3,S/D,67,82,5.2
2024/01/15,15:00,14.1,S/D,61,90,4.8
2024/01/15,16:00,14.6,S/D,59,80,5.4
2024/01/15,17:00,14.8,S/D,57,92,6.2
2024/01/15,18:00,14.3,S/D,60,69,5.0
2024/01/15,19:00,12.8,S/D,65,64,3.3
2024/01/15,20:00,11.8,S/D,69,47,3.2
2024/01/15,21:00,S/D,S/D,S/D,S/D,S/D
2024/01/15,22:00,11.9,S/D,65,23,2.2
2024/01/15,23:00,11.8,S/D,62,8,2.1
2024/01/16,00:00,11.5,S/D,65,352,0.9
2024/01/16,01:00,11.1,S/D,66,336,1.3
2024/01/16,02:00,10.8,S/D,69,118,2.1
2024/01/16,03:00,10.6,S/D,72,218,2.4
2024/01/16,04:00,9.8,S/D,76,189,1.0
2024/01/16,05:00,9.3,S/D,77,245,1.4
2024/01/16,06:00,9.6,S/D,76,295,1.1
2024/01/16,07:00,9.5,S/D,76,281,1.1
2024/01/16,08:00,10.9,S/D,72,79,1.3
2024/01/16,09:00,12.4,S/D,65,111,2.3
2024/01/16,10:00,12.6,S/D,65,105,2.4
2024/01/16,11:00,14.4,S/D,60,104,4.9
2024/01/16,12:00,15.2,S/D,55,87,5.4
2024/01/16,13:00,15.8,S/D,54,104,5.2
2024/01/16,14:00,15.9,S/D,56,109,5.6
2024/01/16,15:00,16.8,S/D,50,102,4.7
2024/01/16,16:00,17.3,S/D,48,104,4.8
2024/01/16,17:00,17.6,S/D,44,83,4.2
2024/01/16,18:00,17.3,S/D,44,75,3.2
2024/01/16,19:00,16.3,S/D,45,69,3.1
2024/01/16,20:00,14.7,S/D,59,38,1.5
2024/01/16,21:00,S/D,S/D,S/D,S/D,S/D
2024/01/16,22:00,13.5,S/D,69,267,1.9
2024/01/16,23:00,13.0,0.0,67,333,1.2
2024/01/17,00:00,12.5,0.0,62,327,1.0
2024/01/17,01:00,11.7,0.0,68,282,0.8
2024/01/17,02:00,11.4,0.0,72,292,1.1
2024/01/17,03:00,11.4,0.0,74,300,1.0
2024/01/17,04:00,11.3,0.0,75,280,1.2
2024/01/17,05:00,11.5,0.0,77,146,2.5
2024/01/17,06:00,10.7,0.0,75,198,2.2
2024/01/17,07:00,10.4,0.2,75,181,2.5
2024/01/17,08:00,11.3,0.0,75,114,1.6
2024/01/17,09:00,13.4,0.0,67,132,2.5
2024/01/17,10:00,13.4,0.0,66,92,7.2
2024/01/17,11:00,14.8,0.0,51,122,3.4
2024/01/17,12:00,16.2,0.0,47,86,4.3
2024/01/17,13:00,17.1,0.0,45,67,4.8
2024/01/17,14:00,17.5,0.0,43,66,5.1
2024/01/17,15:00,17.7,0.0,37,78,6.2
2024/01/17,16:00,17.3,0.0,43,64,6.0
2024/01/17,17:00,16.3,0.0,46,54,5.1
2024/01/17,18:00,15.7,0.0,47,46,3.8
2024/01/17,19:00,14.5,0.0,50,38,2.0
2024/01/17,20:00,13.6,0.0,55,74,3.0
2024/01/17,21:00,12.4,0.0,65,70,1.4
2024/01/17,22:00,12.7,0.0,60,70,1.9
2024/01/17,23:00,12.4,0.0,59,59,1.6
2024/01/18,00:00,12.1,0.0,64,89,3.6
2024/01/18,01:00,12.3,0.0,65,73,3.4
2024/01/18,02:00,11.3,0.0,71,68,3.2
2024/01/18,03:00,10.7,0.0,71,56,1.7
2024/01/18,04:00,10.9,0.0,72,52,1.8
2024/01/18,05:00,11.2,0.0,70,44,0.7
2024/01/18,06:00,10.8,0.0,73,269,1.0
2024/01/18,07:00,10.6,0.0,73,211,1.8
2024/01/18,08:00,11.2,0.0,73,126,1.8
2024/01/18,09:00,11.7,0.0,70,111,2.6
2024/01/18,10:00,12.5,0.0,69,86,3.7
2024/01/18,11:00,13.4,0.0,64,119,3.8
2024/01/18,12:00,14.4,0.0,60,78,2.0
2024/01/18,13:00,15.2,0.0,52,97,2.9
2024/01/18,14:00,16.8,0.0,40,105,2.9
2024/01/18,15:00,17.8,0.0,37,115,5.2
2024/01/18,16:00,17.9,0.0,35,100,5.2
2024/01/18,17:00,16.6,0.0,36,100,3.3
2024/01/18,18:00,15.7,0.0,41,100,3.5
2024/01/18,19:00,15.2,0.0,48,57,3.3
2024/01/18,20:00,14.5,0.0,52,56,1.7
2024/01/18,21:00,13.6,0.0,56,247,0.7
2024/01/18,22:00,13.0,0.0,55,174,2.4
2024/01/18,23:00,12.7,0.0,56,190,2.6
2024/01/19,00:00,12.6,0.0,61,190,3.1
2024/01/19,01:00,12.4,0.0,60,44,2.9
2024/01/19,02:00,11.4,0.0,70,91,1.1
2024/01/19,03:00,11.3,0.0,70,267,1.0
2024/01/19,04:00,11.0,0.0,70,336,0.7
2024/01/19,05:00,10.3,0.0,74,300,1.2
2024/01/19,06:00,10.3,0.0,75,307,1.0
2024/01/19,07:00,9.9,0.0,75,290,1.1
2024/01/19,08:00,11.2,0.0,70,78,2.4
2024/01/19,09:00,10.8,0.0,74,153,2.2
2024/01/19,10:00,11.5,0.0,72,143,2.0
2024/01/19,11:00,13.8,0.0,65,121,2.4
2024/01/19,12:00,14.9,0.0,60,97,3.2
2024/01/19,13:00,15.6,0.0,60,96,5.8
2024/01/19,14:00,16.1,0.0,59,84,7.3
2024/01/19,15:00,16.7,0.0,50,121,5.4
2024/01/19,16:00,16.2,0.0,48,90,4.5
2024/01/19,17:00,16.9,0.0,46,77,5.7
2024/01/19,18:00,15.6,0.0,51,79,3.9
2024/01/19,19:00,14.8,0.0,57,75,3.5
2024/01/19,20:00,13.3,0.0,66,95,4.6
2024/01/19,21:00,12.5,0.0,69,80,3.0
2024/01/19,22:00,12.5,0.0,69,119,3.4
2024/01/19,23:00,12.4,0.0,67,127,2.3
2024/01/20,00:00,12.5,0.0,67,70,2.1
2024/01/20,01:00,11.8,0.0,72,47,1.6
2024/01/20,02:00,11.4,0.0,76,229,1.1
2024/01/20,03:00,11.2,0.0,75,335,2.6
2024/01/20,04:00,9.7,0.0,78,302,1.2
2024/01/20,05:00,10.1,0.0,74,208,0.7
2024/01/20,06:00,10.4,0.0,75,71,4.3
2024/01/20,07:00,9.7,0.0,76,303,1.5
2024/01/20,08:00,10.1,0.0,73,234,2.1
2024/01/20,09:00,11.9,0.0,63,112,1.0
2024/01/20,10:00,12.5,0.0,58,106,2.6
2024/01/20,11:00,11.4,0.0,68,51,3.3
2024/01/20,12:00,12.0,0.0,64,95,3.2
2024/01/20,13:00,13.4,0.0,65,116,6.9
2024/01/20,14:00,12.3,0.0,63,149,3.1
2024/01/20,15:00,13.6,0.0,53,107,1.4
2024/01/20,16:00,15.3,0.0,49,129,1.8
2024/01/20,17:00,15.9,0.0,51,76,4.6
2024/01/20,18:00,15.3,0.0,51,71,3.3
2024/01/20,19:00,12.8,0.0,55,102,4.0
2024/01/20,20:00,12.8,0.0,55,102,4.0
2024/01/20,21:00,12.6,0.0,60,54,1.9
2024/01/20,22:00,12.0,0.0,66,70,1.4
2024/01/20,23:00,11.6,0.0,72,53,2.1
2024/01/21,00:00,11.2,0.0,75,54,1.8
2024/01/21,01:00,10.5,0.0,75,132,1.2
2024/01/21,02:00,10.3,0.0,73,287,0.8
2024/01/21,03:00,9.6,0.0,75,195,1.4
2024/01/21,04:00,10.0,0.0,74,300,0.6
2024/01/21,05:00,9.6,0.0,77,155,2.5
2024/01/21,06:00,10.0,0.0,74,343,0.7
2024/01/21,07:00,9.8,0.0,74,292,0.7
2024/01/21,08:00,11.2,0.0,67,146,1.8
2024/01/21,09:00,11.6,0.0,68,189,4.1
2024/01/21,10:00,13.1,0.0,61,159,1.2
2024/01/21,11:00,14.6,0.0,54,149,2.4
2024/01/21,12:00,15.7,0.0,52,103,5.1
2024/01/21,13:00,16.6,0.0,46,84,4.6
2024/01/21,14:00,17.3,0.0,38,93,4.1
2024/01/21,15:00,18.0,0.0,34,98,4.8
2024/01/21,16:00,18.0,0.0,34,91,5.6
2024/01/21,17:00,17.7,0.0,38,84,4.8
2024/01/21,18:00,17.3,0.0,36,94,3.1
