Fuente:SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación:LOSUROS
,Departamento:PUNO,Provincia:PUNO,Distrito:PUNO
,Latitud:15°49'13.4'',Longitud:69°58'26.9'',Altitud:3819,msnm.
,Tipo:CO,-Meteorológica,Código:100088
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2023-11-01,20.6
,3.2,62.6,0.0
2023-11-02,20
,2.8,69.9,0.0
2023-11-03,19.2
,3.4,68.9,0.0
2023-11-04,17.8
,4,81.4,0.0
2023-11-05,20.4
,7.6,71.9,0.0
2023-11-06,19.8
,6.8,76.5,0.0
2023-11-07,20.4
,6.6,71.3,0.0
2023-11-08,17.6
,7.6,71.1,1.5
2023-11-09,14.8
,5.4,82.9,2.2
2023-11-10,18.2
,6.2,74.4,4.3
2023-11-11,19.6
,7,71.4,7.4
2023-11-12,17.8
,6,79.6,9.5
2023-11-13,17.4
,7.8,72.3,0.1
2023-11-14,18.8
,4.4,74.5,0.0
2023-11-15,20.6
,4.8,68.2,0.0
2023-11-16,20
,3,70.2,5.7
2023-11-17,21.2
,5.6,72.5,0.4
2023-11-18,21.2
,5,76.5,0.0
2023-11-19,19.6
,6,65.2,0.0
2023-11-20,21.4
,5.8,69.4,0.0
2023-11-21,19.6
,4.6,71.5,0.0
2023-11-22,21.4
,3.8,61.1,0.0
2023-11-23,20
,5.4,72.2,2.9
2023-11-24,16.2
,7.2,78.5,14.2
2023-11-25,16.8
,7,79.0,5.1
2023-11-26,15.4
,7.4,76.0,13.3
2023-11-27,16.6
,6.2,82.7,0.1
2023-11-28,18
,5,74.7,1.9
2023-11-29,18.2
,8.4,84.8,2.0
2023-11-30,15.4
,8.8,84.3,1.3
