Fuente:SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación:LOSUROS
,Departamento:PUNO,Provincia:PUNO,Distrito:PUNO
,Latitud:15°49'13.4'',Longitud:69°58'26.9'',Altitud:3819,msnm.
,Tipo:CO,-Meteorológica,Código:100088
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2024-08-01,18.2
,-4.8,87.2,0.0
2024-08-02,18.6
,-5,69.6,0.0
2024-08-03,16.2
,-7,65.3,0.0
2024-08-04,18.4
,-4.6,62.6,0.0
2024-08-05,17.2
,-5,62.2,0.0
2024-08-06,17.4
,-5.2,72.3,0.0
2024-08-07,16.6
,-2.2,70.2,0.0
2024-08-08,16.2
,-9.4,70.4,0.0
2024-08-09,17.4
,-4.8,59.0,0.0
2024-08-10,18.6
,-4.6,67.1,0.0
2024-08-11,18.2
,-5.6,61.8,0.0
2024-08-12,17.6
,0,76.2,0.0
2024-08-13,17
,-3.2,78.1,0.0
2024-08-14,16.4
,-2,80.6,0.0
2024-08-15,17.8
,-1.6,74.9,0.0
2024-08-16,17
,-5,74.1,0.0
2024-08-17,17.6
,-2.6,73.7,0.0
2024-08-18,18
,-4,70.8,0.0
2024-08-19,17.4
,-3,77.3,0.0
2024-08-20,18.8
,-1.2,77.1,0.0
2024-08-21,19
,-3.4,73.6,0.0
2024-08-22,21
,-2.8,59.4,0.0
2024-08-23,18.8
,-9.6,56.2,0.0
2024-08-24,17.4
,-9.2,66.5,0.0
2024-08-25,16.8
,-2.4,72.8,0.0
2024-08-26,18.2
,-2.8,70.9,0.0
2024-08-27,19.4
,-2,74.9,0.0
2024-08-28,17.8
,-3.2,80.5,0.0
2024-08-29,18.4
,-4.8,75.3,0.0
2024-08-30,19.2
,-3.2,72.4,0.0
2024-08-31,17.4
,-2.8,74.4,0.0
