Fuente:SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:* S/D = Sin Datos.

,Estación:PUNO
,Departamento:PUNO,Provincia:PUNO,Distrito:PUNO
,Latitud:15°49'34.5'',Longitud:70°0'43.5'',Altitud:3812,msnm.
,Tipo:EMA,-Meteorológica,Código:472DD33A
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2024/06/02,08:00,1.9,0.0,46,316,0.8
2024/06/02,09:00,6.2,0.0,39,79,2.0
2024/06/02,10:00,8.5,0.0,31,112,1.5
2024/06/02,11:00,10.8,0.0,28,127,2.4
2024/06/02,12:00,12.7,0.0,29,103,3.8
2024/06/02,13:00,14.1,0.0,28,103,4.0
2024/06/02,14:00,15.1,0.0,26,100,3.9
2024/06/02,15:00,15.9,0.0,23,110,4.5
2024/06/02,16:00,15.6,0.0,26,73,4.3
2024/06/02,17:00,15.7,0.0,13,52,3.3
2024/06/02,18:00,14.2,0.0,14,45,2.1
2024/06/02,19:00,9.4,0.0,33,282,2.3
2024/06/02,20:00,9.4,0.0,33,282,2.3
2024/06/02,21:00,8.6,0.0,37,300,1.4
2024/06/02,22:00,8.0,0.0,28,299,0.9
2024/06/02,23:00,7.2,0.0,22,300,1.2
2024/06/03,00:00,6.4,0.0,22,304,1.0
2024/06/03,01:00,5.4,0.0,25,325,0.4
2024/06/03,02:00,4.1,0.0,32,284,1.6
2024/06/03,03:00,4.0,0.0,32,307,1.0
2024/06/03,04:00,3.3,0.0,34,292,1.2
2024/06/03,05:00,3.0,0.0,34,292,1.3
2024/06/03,06:00,2.7,0.0,36,290,1.9
2024/06/03,07:00,2.1,0.0,42,312,1.0
2024/06/03,08:00,2.6,0.0,44,305,0.3
2024/06/03,09:00,6.8,0.0,43,89,1.2
2024/06/03,10:00,9.2,0.0,34,114,1.6
2024/06/03,11:00,11.2,0.0,35,110,2.3
2024/06/03,12:00,13.3,0.0,35,132,2.5
2024/06/03,13:00,15.6,0.0,20,46,3.1
2024/06/03,14:00,15.8,0.0,23,112,4.2
2024/06/03,15:00,16.2,0.0,22,110,4.2
2024/06/03,16:00,15.9,0.0,25,98,4.7
2024/06/03,17:00,15.2,0.0,28,85,5.6
2024/06/03,18:00,13.2,0.0,32,69,4.5
2024/06/03,19:00,11.3,0.0,41,55,2.5
2024/06/03,20:00,10.3,0.0,48,68,2.7
2024/06/03,21:00,9.5,0.0,48,81,1.6
2024/06/03,22:00,8.0,0.0,51,311,1.2
2024/06/03,23:00,6.8,0.0,53,312,1.2
2024/06/04,00:00,6.4,0.0,48,320,1.3
2024/06/04,01:00,5.9,0.0,49,307,1.0
2024/06/04,02:00,5.2,0.0,50,306,1.0
2024/06/04,03:00,4.4,0.0,49,347,0.8
2024/06/04,04:00,3.1,0.0,54,346,0.9
2024/06/04,05:00,2.7,0.0,55,294,1.4
2024/06/04,06:00,2.7,0.0,54,319,1.3
2024/06/04,07:00,2.2,0.0,54,301,1.1
2024/06/04,08:00,2.9,0.0,52,6,0.8
2024/06/04,09:00,6.2,0.0,46,100,1.3
2024/06/04,10:00,7.9,0.0,44,117,1.8
2024/06/04,11:00,9.9,0.0,40,143,1.7
2024/06/04,12:00,11.9,0.0,37,131,2.3
2024/06/04,13:00,14.2,0.0,31,139,2.7
2024/06/04,14:00,16.5,0.0,24,101,4.6
2024/06/04,15:00,15.9,0.0,31,89,4.5
2024/06/04,16:00,16.9,0.0,18,81,4.2
2024/06/04,17:00,16.1,0.0,18,74,3.5
2024/06/04,18:00,14.5,0.0,18,43,3.3
2024/06/04,19:00,10.3,0.0,27,296,1.4
2024/06/04,20:00,10.3,0.0,27,296,1.4
2024/06/04,21:00,9.1,0.0,33,295,1.6
2024/06/04,22:00,8.2,0.0,31,328,1.5
2024/06/04,23:00,7.8,0.0,30,305,1.0
2024/06/05,00:00,7.3,0.0,30,302,1.2
2024/06/05,01:00,6.0,0.0,33,291,1.8
2024/06/05,02:00,5.5,0.0,36,299,1.3
2024/06/05,03:00,4.7,0.0,38,294,1.8
2024/06/05,04:00,4.0,0.0,40,308,0.9
2024/06/05,05:00,2.9,0.0,47,318,1.0
2024/06/05,06:00,2.8,0.0,49,1,0.8
2024/06/05,07:00,1.9,0.0,51,314,1.0
2024/06/05,08:00,2.4,0.0,52,354,1.4
2024/06/05,09:00,6.5,0.0,43,120,1.4
2024/06/05,10:00,8.0,0.0,43,127,1.2
2024/06/05,11:00,11.0,0.0,29,103,2.7
2024/06/05,12:00,12.7,0.0,32,78,2.6
2024/06/05,13:00,14.1,0.0,31,120,2.0
2024/06/05,14:00,15.4,0.0,28,100,4.3
2024/06/05,15:00,16.3,0.0,20,95,3.8
2024/06/05,16:00,15.8,0.0,24,110,3.5
2024/06/05,17:00,15.7,0.0,23,94,3.4
2024/06/05,18:00,14.2,0.0,26,57,1.8
2024/06/05,19:00,11.9,0.0,33,346,1.0
2024/06/05,20:00,9.8,0.0,38,285,1.7
2024/06/05,21:00,8.5,0.0,42,291,2.2
2024/06/05,22:00,7.5,0.0,43,289,1.3
2024/06/05,23:00,6.8,0.0,44,300,1.1
2024/06/06,00:00,6.4,0.0,46,286,2.4
2024/06/06,01:00,6.3,0.0,47,287,1.9
2024/06/06,02:00,5.6,0.0,50,291,1.9
2024/06/06,03:00,4.1,0.0,55,301,0.9
2024/06/06,04:00,3.6,0.0,54,296,1.2
2024/06/06,05:00,3.0,0.0,58,302,0.9
2024/06/06,06:00,2.3,0.0,61,298,0.8
2024/06/06,07:00,2.1,0.0,58,313,0.8
2024/06/06,08:00,2.7,0.0,55,13,1.1
2024/06/06,09:00,6.7,0.0,45,95,1.6
2024/06/06,10:00,8.4,0.0,44,120,1.8
2024/06/06,11:00,10.8,0.0,40,123,2.5
2024/06/06,12:00,12.9,0.0,41,82,3.5
2024/06/06,13:00,13.9,0.0,35,138,2.6
2024/06/06,14:00,15.1,0.0,30,130,3.2
2024/06/06,15:00,15.7,0.0,23,115,3.2
2024/06/06,16:00,16.2,0.0,20,97,3.6
2024/06/06,17:00,15.8,0.0,24,93,4.7
2024/06/06,18:00,14.1,0.0,29,92,3.4
2024/06/06,19:00,9.9,0.0,35,302,1.1
2024/06/06,20:00,9.9,0.0,35,302,1.1
2024/06/06,21:00,8.5,0.0,38,319,1.2
2024/06/06,22:00,7.8,0.0,41,321,1.4
2024/06/06,23:00,6.8,0.0,45,310,1.4
2024/06/07,00:00,6.4,0.0,43,308,1.0
2024/06/07,01:00,5.3,0.0,44,293,1.5
2024/06/07,02:00,4.8,0.0,37,291,1.8
2024/06/07,03:00,4.5,0.0,37,296,1.1
2024/06/07,04:00,3.8,0.0,41,303,0.8
2024/06/07,05:00,2.8,0.0,41,23,1.7
2024/06/07,06:00,2.0,0.0,41,339,1.0
2024/06/07,07:00,1.3,0.0,43,292,1.4
2024/06/07,08:00,1.3,0.0,45,309,0.6
2024/06/07,09:00,6.1,0.0,38,91,1.6
2024/06/07,10:00,7.7,0.0,32,113,2.1
2024/06/07,11:00,10.3,0.0,36,109,2.6
2024/06/07,12:00,12.2,0.0,29,118,2.2
2024/06/07,13:00,13.7,0.0,27,129,2.0
2024/06/07,14:00,14.9,0.0,22,124,2.7
2024/06/07,15:00,16.0,0.0,13,115,3.6
2024/06/07,16:00,16.4,0.0,15,98,4.0
2024/06/07,17:00,15.7,0.0,21,99,3.7
2024/06/07,18:00,13.9,0.0,22,68,2.2
2024/06/07,19:00,11.7,0.0,30,46,1.0
2024/06/07,20:00,9.8,0.0,33,346,1.5
2024/06/07,21:00,8.7,0.0,35,315,1.3
2024/06/07,22:00,8.0,0.0,38,298,1.3
2024/06/07,23:00,7.2,0.0,41,304,1.5
2024/06/08,00:00,6.3,0.0,41,300,1.2
2024/06/08,01:00,5.7,0.0,40,306,0.9
2024/06/08,02:00,4.7,0.0,42,322,0.5
2024/06/08,03:00,3.9,0.0,43,294,1.7
2024/06/08,04:00,3.0,0.0,45,355,1.1
2024/06/08,05:00,2.5,0.0,46,333,1.2
2024/06/08,06:00,1.6,0.0,50,298,1.2
2024/06/08,07:00,1.1,0.0,53,306,1.2
2024/06/08,08:00,1.3,0.0,51,313,0.7
2024/06/08,09:00,5.7,0.0,40,76,1.8
2024/06/08,10:00,8.1,0.0,35,114,1.6
2024/06/08,11:00,10.2,0.0,30,118,2.2
2024/06/08,12:00,11.7,0.0,33,124,2.7
2024/06/08,13:00,13.2,0.0,30,122,3.3
2024/06/08,14:00,14.2,0.0,21,107,4.4
2024/06/08,15:00,15.0,0.0,21,120,3.0
2024/06/08,16:00,15.4,0.0,19,129,2.4
2024/06/08,17:00,15.5,0.0,17,99,1.8
2024/06/08,18:00,13.8,0.0,19,51,3.1
2024/06/08,19:00,9.3,0.0,34,299,1.2
2024/06/08,20:00,9.3,0.0,34,299,1.2
2024/06/08,21:00,8.1,0.0,36,68,1.8
2024/06/08,22:00,8.4,0.0,23,272,1.7
2024/06/08,23:00,7.0,0.0,25,304,1.2
2024/06/09,00:00,6.0,0.0,27,279,2.5
2024/06/09,01:00,5.5,0.0,27,293,1.4
2024/06/09,02:00,5.5,0.0,26,302,1.2
2024/06/09,03:00,4.0,0.0,30,287,1.9
2024/06/09,04:00,2.7,0.0,34,328,0.8
2024/06/09,05:00,1.9,0.0,38,291,1.5
2024/06/09,06:00,1.9,0.0,36,298,1.4
2024/06/09,07:00,1.5,0.0,36,287,1.8
2024/06/09,08:00,2.2,0.0,35,54,1.5
2024/06/09,09:00,5.6,0.0,40,88,1.3
2024/06/09,10:00,6.8,0.0,52,128,1.6
2024/06/09,11:00,9.1,0.0,38,120,2.7
2024/06/09,12:00,11.1,0.0,31,109,3.2
2024/06/09,13:00,12.7,0.0,23,122,2.9
2024/06/09,14:00,13.8,0.0,22,111,3.8
2024/06/09,15:00,14.9,0.0,19,118,2.9
2024/06/09,16:00,15.3,0.0,18,100,3.2
2024/06/09,17:00,15.1,0.0,18,86,4.3
2024/06/09,18:00,13.0,0.0,27,46,3.5
2024/06/09,19:00,9.7,0.0,40,313,0.7
2024/06/09,20:00,9.7,0.0,40,313,0.7
2024/06/09,21:00,8.5,0.0,45,178,2.9
2024/06/09,22:00,8.2,0.0,35,314,1.6
2024/06/09,23:00,7.6,0.0,30,306,1.3
2024/06/10,00:00,6.9,0.0,28,307,1.2
2024/06/10,01:00,6.1,0.0,28,287,1.6
2024/06/10,02:00,5.4,0.0,26,306,1.4
2024/06/10,03:00,3.8,0.0,30,298,1.3
2024/06/10,04:00,3.1,0.0,32,275,2.6
2024/06/10,05:00,2.9,0.0,32,338,1.2
2024/06/10,06:00,1.9,0.0,41,321,0.5
2024/06/10,07:00,1.2,0.0,44,301,1.0
2024/06/10,08:00,2.2,0.0,44,351,1.2
2024/06/10,09:00,6.0,0.0,44,94,1.7
2024/06/10,10:00,7.6,0.0,41,141,1.4
2024/06/10,11:00,9.9,0.0,33,115,1.8
2024/06/10,12:00,12.3,0.0,29,136,2.3
2024/06/10,13:00,13.4,0.0,31,108,3.5
2024/06/10,14:00,14.3,0.0,25,111,4.4
2024/06/10,15:00,15.2,0.0,23,90,4.3
2024/06/10,16:00,15.6,0.0,19,87,3.9
2024/06/10,17:00,14.8,0.0,18,63,3.9
2024/06/10,18:00,13.2,0.0,21,48,2.6
2024/06/10,19:00,9.3,0.0,42,287,1.5
2024/06/10,20:00,9.3,0.0,42,287,1.5
2024/06/10,21:00,8.0,0.0,42,323,1.8
2024/06/10,22:00,7.7,0.0,33,23,0.8
2024/06/10,23:00,7.2,0.0,32,304,1.4
2024/06/11,00:00,6.6,0.0,30,283,2.5
2024/06/11,01:00,6.4,0.0,30,295,2.0
2024/06/11,02:00,6.1,0.0,28,301,1.1
2024/06/11,03:00,5.9,0.0,28,294,1.0
2024/06/11,04:00,4.3,0.0,35,308,1.2
2024/06/11,05:00,3.5,0.0,41,306,1.0
2024/06/11,06:00,2.8,0.0,41,308,0.5
2024/06/11,07:00,2.2,0.0,42,310,1.1
2024/06/11,08:00,2.8,0.0,41,22,0.8
2024/06/11,09:00,7.4,0.0,35,128,0.8
2024/06/11,10:00,8.6,0.0,36,127,1.6
2024/06/11,11:00,11.0,0.0,30,126,2.2
2024/06/11,12:00,12.6,0.0,37,120,3.4
2024/06/11,13:00,13.2,0.0,41,116,3.9
2024/06/11,14:00,13.9,0.0,37,112,4.0
2024/06/11,15:00,14.7,0.0,38,108,5.5
2024/06/11,16:00,15.2,0.0,34,84,4.8
2024/06/11,17:00,15.1,0.0,23,67,4.0
2024/06/11,18:00,13.7,0.0,25,50,2.5
2024/06/11,19:00,10.1,0.0,41,306,1.1
2024/06/11,20:00,10.1,0.0,41,306,1.1
2024/06/11,21:00,9.0,0.0,38,294,1.7
2024/06/11,22:00,8.6,0.0,37,17,1.0
2024/06/11,23:00,8.1,0.0,35,308,1.3
2024/06/12,00:00,7.2,0.0,35,294,1.1
2024/06/12,01:00,7.4,0.0,33,305,0.8
2024/06/12,02:00,7.0,0.0,33,318,1.7
2024/06/12,03:00,7.0,0.0,33,321,1.2
2024/06/12,04:00,5.1,0.0,38,335,0.8
2024/06/12,05:00,4.2,0.0,43,61,0.6
2024/06/12,06:00,3.4,0.0,51,304,1.0
2024/06/12,07:00,2.8,0.0,50,284,1.2
2024/06/12,08:00,3.4,0.0,56,36,0.9
2024/06/12,09:00,6.5,0.0,52,76,1.6
2024/06/12,10:00,8.6,0.0,43,112,1.6
2024/06/12,11:00,11.0,0.0,32,123,1.8
2024/06/12,12:00,12.8,0.0,32,116,2.7
2024/06/12,13:00,14.0,0.0,35,110,3.7
2024/06/12,14:00,15.4,0.0,31,127,2.7
2024/06/12,15:00,16.4,0.0,27,113,2.4
2024/06/12,16:00,16.5,0.0,27,93,4.3
2024/06/12,17:00,15.8,0.0,29,75,5.3
2024/06/12,18:00,14.3,0.0,29,46,3.3
2024/06/12,19:00,10.5,0.0,48,325,1.4
2024/06/12,20:00,10.5,0.0,48,325,1.4
2024/06/12,21:00,9.8,0.0,46,323,2.1
2024/06/12,22:00,9.9,0.0,37,346,0.9
2024/06/12,23:00,9.5,0.0,33,32,1.8
2024/06/13,00:00,9.3,0.0,30,328,1.2
2024/06/13,01:00,8.2,0.0,30,298,0.9
2024/06/13,02:00,6.6,0.0,33,307,0.8
2024/06/13,03:00,5.4,0.0,40,306,1.4
2024/06/13,04:00,4.8,0.0,39,294,1.4
2024/06/13,05:00,4.8,0.0,36,289,1.7
2024/06/13,06:00,4.3,0.0,39,282,1.3
2024/06/13,07:00,3.3,0.0,43,319,1.2
2024/06/13,08:00,3.8,0.0,46,99,1.2
2024/06/13,09:00,7.2,0.0,49,75,1.2
2024/06/13,10:00,8.5,0.0,50,107,1.9
2024/06/13,11:00,10.8,0.0,38,127,2.1
2024/06/13,12:00,13.5,0.0,27,105,2.1
2024/06/13,13:00,15.4,0.0,21,128,2.4
2024/06/13,14:00,16.1,0.0,23,89,3.1
2024/06/13,15:00,16.3,0.0,30,85,5.1
2024/06/13,16:00,16.2,0.0,28,84,4.7
2024/06/13,17:00,15.2,0.0,30,75,3.8
2024/06/13,18:00,13.7,0.0,35,60,2.4
2024/06/13,19:00,11.9,0.0,43,295,1.8
2024/06/13,20:00,11.2,0.0,35,193,2.7
2024/06/13,21:00,9.6,0.0,32,148,2.5
2024/06/13,22:00,9.9,0.0,30,243,3.1
2024/06/13,23:00,7.9,0.0,35,296,1.5
2024/06/14,00:00,7.0,0.0,37,315,1.3
2024/06/14,01:00,5.9,0.0,41,259,2.1
2024/06/14,02:00,5.6,0.0,43,298,1.4
2024/06/14,03:00,4.7,0.0,46,300,1.0
2024/06/14,04:00,3.5,0.0,50,294,1.0
2024/06/14,05:00,3.2,0.0,51,344,1.3
2024/06/14,06:00,2.7,0.0,53,278,1.8
2024/06/14,07:00,2.2,0.0,57,309,1.0
2024/06/14,08:00,2.6,0.0,59,329,0.5
2024/06/14,09:00,6.3,0.0,52,51,0.9
2024/06/14,10:00,8.4,0.0,46,140,1.0
2024/06/14,11:00,10.1,0.0,39,104,2.3
2024/06/14,12:00,11.7,0.0,34,102,3.3
2024/06/14,13:00,13.7,0.0,26,100,3.3
2024/06/14,14:00,15.0,0.0,24,98,2.4
2024/06/14,15:00,16.2,0.0,25,115,3.1
2024/06/14,16:00,16.8,0.0,26,78,6.2
2024/06/14,17:00,14.9,0.0,35,71,3.0
2024/06/14,18:00,13.1,0.0,41,64,2.0
2024/06/14,19:00,10.4,0.0,37,208,2.5
2024/06/14,20:00,10.4,0.0,37,208,2.5
2024/06/14,21:00,9.8,0.0,23,235,1.5
2024/06/14,22:00,8.9,0.0,26,251,2.3
2024/06/14,23:00,7.0,0.0,27,291,1.5
2024/06/15,00:00,6.5,0.0,27,280,2.3
2024/06/15,01:00,5.4,0.0,30,290,1.4
2024/06/15,02:00,4.4,0.0,33,333,1.3
2024/06/15,03:00,3.8,0.0,34,282,1.5
2024/06/15,04:00,3.0,0.0,39,296,1.2
2024/06/15,05:00,2.7,0.0,37,290,1.6
2024/06/15,06:00,2.3,0.0,40,300,0.6
2024/06/15,07:00,1.9,0.0,40,304,1.0
2024/06/15,08:00,2.3,0.0,38,328,0.4
2024/06/15,09:00,6.2,0.0,34,60,1.4
2024/06/15,10:00,7.9,0.0,35,132,1.1
2024/06/15,11:00,10.4,0.0,26,107,2.3
2024/06/15,12:00,12.4,0.0,29,111,3.6
2024/06/15,13:00,14.0,0.0,29,110,2.8
2024/06/15,14:00,15.5,0.0,26,78,3.9
2024/06/15,15:00,17.0,0.0,20,90,4.6
2024/06/15,16:00,16.5,0.0,24,107,3.4
2024/06/15,17:00,15.7,0.0,28,56,3.7
2024/06/15,18:00,13.8,0.0,36,39,2.6
2024/06/15,19:00,11.7,0.0,45,50,1.6
2024/06/15,20:00,11.0,0.0,50,52,1.4
2024/06/15,21:00,9.5,0.0,54,290,1.7
2024/06/15,22:00,8.5,0.0,54,346,1.1
2024/06/15,23:00,7.9,0.0,50,296,1.6
2024/06/16,00:00,7.6,0.0,49,308,0.9
2024/06/16,01:00,6.7,0.0,44,305,1.5
2024/06/16,02:00,7.1,0.0,35,311,1.4
2024/06/16,03:00,6.1,0.0,36,313,0.8
2024/06/16,04:00,5.0,0.0,38,298,1.5
2024/06/16,05:00,4.2,0.0,40,310,1.0
2024/06/16,06:00,3.6,0.0,39,298,1.3
2024/06/16,07:00,3.2,0.0,40,303,0.8
2024/06/16,08:00,3.0,0.0,42,305,0.8
2024/06/16,09:00,6.9,0.0,41,87,1.2
2024/06/16,10:00,9.9,0.0,32,108,1.9
2024/06/16,11:00,11.3,0.0,29,113,2.6
2024/06/16,12:00,12.9,0.0,27,102,3.3
2024/06/16,13:00,14.9,0.0,27,94,3.8
2024/06/16,14:00,15.4,0.0,27,82,4.4
2024/06/16,15:00,15.9,0.0,27,56,3.9
2024/06/16,16:00,15.4,0.0,34,112,5.7
2024/06/16,17:00,14.8,0.0,40,89,3.4
2024/06/16,18:00,13.4,0.0,43,58,2.2
2024/06/16,19:00,10.4,0.0,46,339,1.8
2024/06/16,20:00,10.4,0.0,46,339,1.8
2024/06/16,21:00,9.7,0.0,50,338,1.7
2024/06/16,22:00,9.5,0.0,51,311,1.0
2024/06/16,23:00,8.8,0.0,53,291,1.3
2024/06/17,00:00,8.7,0.0,45,286,2.0
2024/06/17,01:00,7.9,0.0,38,287,1.0
2024/06/17,02:00,7.3,0.0,37,255,1.0
2024/06/17,03:00,6.0,0.0,41,284,1.7
2024/06/17,04:00,5.4,0.0,42,352,1.1
2024/06/17,05:00,4.3,0.0,46,299,1.4
2024/06/17,06:00,3.8,0.0,48,14,0.9
2024/06/17,07:00,3.7,0.0,51,214,1.4
2024/06/17,08:00,4.4,0.0,48,296,1.3
2024/06/17,09:00,8.9,0.0,33,295,1.4
2024/06/17,10:00,11.8,0.0,28,326,1.8
2024/06/17,11:00,13.5,0.0,27,264,2.7
2024/06/17,12:00,14.9,0.0,25,308,2.5
2024/06/17,13:00,16.3,0.0,21,231,2.3
2024/06/17,14:00,17.6,0.0,17,246,2.9
2024/06/17,15:00,18.3,0.0,14,244,2.7
2024/06/17,16:00,18.7,0.0,15,249,4.2
2024/06/17,17:00,16.6,0.0,31,72,3.9
2024/06/17,18:00,14.6,0.0,36,58,2.6
2024/06/17,19:00,13.4,0.0,37,339,1.1
2024/06/17,20:00,11.7,0.0,32,235,1.8
2024/06/17,21:00,9.6,0.0,29,308,1.5
2024/06/17,22:00,8.9,0.0,30,292,1.3
2024/06/17,23:00,8.2,0.0,36,19,1.2
2024/06/18,00:00,7.6,0.0,36,326,1.0
2024/06/18,01:00,6.4,0.0,37,44,0.9
2024/06/18,02:00,6.9,0.0,36,110,0.3
2024/06/18,03:00,6.4,0.0,35,230,3.8
2024/06/18,04:00,5.4,0.0,35,256,1.0
2024/06/18,05:00,4.8,0.0,36,269,2.1
2024/06/18,06:00,5.5,0.0,32,281,1.5
2024/06/18,07:00,4.3,0.0,35,2,0.9
2024/06/18,08:00,5.3,0.0,32,309,1.0
2024/06/18,09:00,8.2,0.0,28,68,2.1
2024/06/18,10:00,10.1,0.0,29,96,3.5
2024/06/18,11:00,11.7,0.0,28,259,3.9
2024/06/18,12:00,13.6,0.0,22,296,2.2
2024/06/18,13:00,15.1,0.0,21,335,2.6
2024/06/18,14:00,16.1,0.0,20,304,3.3
2024/06/18,15:00,15.8,0.0,25,93,6.0
2024/06/18,16:00,16.0,0.0,31,77,5.0
2024/06/18,17:00,14.7,0.0,35,60,4.1
2024/06/18,18:00,13.2,0.0,43,65,3.4
2024/06/18,19:00,12.3,0.0,46,96,0.9
2024/06/18,20:00,10.7,0.0,34,170,4.6
2024/06/18,21:00,9.2,0.0,29,251,3.0
2024/06/18,22:00,7.6,0.0,29,253,1.9
2024/06/18,23:00,6.8,0.0,32,232,0.9
2024/06/19,00:00,6.7,0.0,33,225,2.1
2024/06/19,01:00,5.7,0.0,38,273,1.6
2024/06/19,02:00,4.6,0.0,40,279,2.2
2024/06/19,03:00,4.0,0.0,37,275,2.5
2024/06/19,04:00,4.5,0.0,32,288,1.3
2024/06/19,05:00,3.7,0.0,36,315,1.1
2024/06/19,06:00,2.9,0.0,38,316,1.3
2024/06/19,07:00,2.5,0.0,40,290,1.9
2024/06/19,08:00,2.8,0.0,40,316,0.6
2024/06/19,09:00,6.9,0.0,34,108,1.7
2024/06/19,10:00,8.4,0.0,34,102,2.7
2024/06/19,11:00,9.5,0.0,33,118,3.0
2024/06/19,12:00,11.2,0.0,29,86,3.3
2024/06/19,13:00,11.9,0.0,25,339,1.8
2024/06/19,14:00,12.2,0.0,25,265,2.4
2024/06/19,15:00,12.2,0.0,25,285,2.0
2024/06/19,16:00,12.1,0.0,25,260,3.3
2024/06/19,17:00,11.8,0.0,29,263,5.5
2024/06/19,18:00,9.5,0.0,39,246,5.0
2024/06/19,19:00,8.6,0.0,41,249,5.6
2024/06/19,20:00,7.6,0.0,47,157,4.3
2024/06/19,21:00,7.0,0.0,50,141,1.3
2024/06/19,22:00,6.8,0.0,49,158,3.2
2024/06/19,23:00,6.8,0.0,47,235,1.8
2024/06/20,00:00,6.5,0.0,46,198,0.8
2024/06/20,01:00,6.0,0.0,47,191,1.6
2024/06/20,02:00,6.2,0.0,47,310,1.1
2024/06/20,03:00,5.5,0.0,46,327,1.5
2024/06/20,04:00,4.9,0.0,48,284,1.7
2024/06/20,05:00,4.1,0.0,51,305,1.0
2024/06/20,06:00,5.0,0.0,49,330,0.8
2024/06/20,07:00,5.2,0.0,50,270,0.9
2024/06/20,08:00,5.5,0.0,49,283,1.0
2024/06/20,09:00,6.3,0.0,50,71,0.3
2024/06/20,10:00,8.0,0.0,45,159,2.9
2024/06/20,11:00,9.0,0.0,40,111,2.1
2024/06/20,12:00,9.0,0.0,42,126,2.2
2024/06/20,13:00,9.6,0.0,42,84,1.6
2024/06/20,14:00,11.0,0.0,37,101,1.3
2024/06/20,15:00,10.2,0.0,42,122,2.7
2024/06/20,16:00,9.4,0.0,46,227,2.5
2024/06/20,17:00,9.0,0.0,48,334,1.6
2024/06/20,18:00,7.8,0.0,60,290,1.9
2024/06/20,19:00,6.9,0.0,65,230,2.0
2024/06/20,20:00,6.8,0.0,66,238,2.1
2024/06/20,21:00,6.8,0.0,62,273,2.2
2024/06/20,22:00,6.8,0.0,60,308,1.2
2024/06/20,23:00,6.6,0.0,57,289,1.5
2024/06/21,00:00,6.5,0.0,55,253,0.9
2024/06/21,01:00,6.2,0.0,54,320,0.9
2024/06/21,02:00,5.9,0.0,57,293,0.8
2024/06/21,03:00,5.9,0.0,57,285,1.0
2024/06/21,04:00,6.1,0.0,52,316,0.8
2024/06/21,05:00,5.9,0.0,52,312,1.1
2024/06/21,06:00,5.7,0.0,52,352,1.4
2024/06/21,07:00,5.7,0.0,49,244,1.0
2024/06/21,08:00,5.8,0.0,47,209,1.1
2024/06/21,09:00,6.9,0.0,43,230,1.4
2024/06/21,10:00,8.2,0.0,37,103,0.6
2024/06/21,11:00,8.9,0.0,36,116,1.4
2024/06/21,12:00,9.7,0.0,36,107,2.4
2024/06/21,13:00,10.5,0.0,36,105,3.9
2024/06/21,14:00,11.6,0.0,35,168,1.8
2024/06/21,15:00,12.9,0.0,35,95,2.3
2024/06/21,16:00,13.2,0.0,35,77,2.6
