Fuente:SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:* S/D = Sin Datos.
* T = Trazas (Precipitación < 0.1 mm/día).

,Estación:LOSUROS
,Departamento:PUNO,Provincia:PUNO,Distrito:PUNO
,Latitud:15°49'13.4'',Longitud:69°58'26.9'',Altitud:3819,msnm.
,Tipo:CO,-Meteorológica,Código:100088
AÑO / MES / DÍA,TEMPERATURA (°C),HUMEDAD RELATIVA (%),PRECIPITACIÓN (mm/día)
MAX,MIN,TOTAL
2023-12-01,16
,6,82.4,3.9
2023-12-02,18.4
,5.8,78.8,0.0
2023-12-03,18.8
,6.4,73.3,1.2
2023-12-04,19.2
,6.6,78.6,0.0
2023-12-05,15.8
,6.8,85.1,0.0
2023-12-06,19.6
,5.6,69.4,0.3
2023-12-07,18.8
,6.4,78.1,2.6
2023-12-08,16.6
,7,83.8,7.0
2023-12-09,17.4
,7.6,81.1,4.8
2023-12-10,16.4
,8,85.2,9.5
2023-12-11,16.8
,7,82.6,2.7
2023-12-12,17.6
,7.2,80.6,3.8
2023-12-13,18.6
,7.2,80.1,0.2
2023-12-14,16.6
,7.2,79.5,0.8
2023-12-15,18.2
,7.8,80.4,5.6
2023-12-16,19.4
,8,77.0,0.0
2023-12-17,19.6
,7.4,72.8,2.2
2023-12-18,17.8
,6,81.1,0.0
2023-12-19,19.2
,8,74.9,0.1
2023-12-20,18.4
,8.4,79.1,0.0
2023-12-21,18.6
,6,75.2,0.0
2023-12-22,18
,6,75.1,0.0
2023-12-23,19.8
,5.8,75.2,0.0
2023-12-24,20.2
,6.6,69.9,0.0
2023-12-25,20.6
,5.2,70.3,0.0
2023-12-26,16.4
,7.4,78.5,0.2
2023-12-27,17.6
,8.8,80.2,12.6
2023-12-28,16.8
,8,84.0,0.0
2023-12-29,17.2
,7.2,78.8,2.5
2023-12-30,17.8
,7.2,79.8,0.0
2023-12-31,19
,5.8,76.1,6.2
