Fuente:SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:* S/D = Sin Datos.

,Estación:PUNO
,Departamento:PUNO,Provincia:PUNO,Distrito:PUNO
,Latitud:15°49'34.5'',Longitud:70°0'43.5'',Altitud:3812,msnm.
,Tipo:EMA,-Meteorológica,Código:472DD33A
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2024/02/02,20:00,S/D,S/D,S/D,S/D,S/D
2024/02/02,21:00,10.6,0.0,73,186,2.2
2024/02/02,22:00,9.9,0.0,76,204,2.2
2024/02/02,23:00,9.7,0.0,75,285,2.0
2024/02/03,00:00,9.9,0.0,74,289,1.3
2024/02/03,01:00,10.2,0.0,72,319,1.2
2024/02/03,02:00,9.8,0.0,74,329,1.0
2024/02/03,03:00,8.9,0.4,80,246,2.8
2024/02/03,04:00,7.8,0.0,85,249,1.3
2024/02/03,05:00,7.6,0.0,83,317,0.7
2024/02/03,06:00,8.1,0.0,80,69,1.4
2024/02/03,07:00,8.1,0.2,83,337,2.6
2024/02/03,08:00,8.3,0.0,82,261,1.1
2024/02/03,09:00,9.7,0.0,75,20,0.9
2024/02/03,10:00,10.3,0.0,70,244,1.6
2024/02/03,11:00,11.9,0.0,64,19,3.0
2024/02/03,12:00,13.1,0.0,62,94,3.1
2024/02/03,13:00,14.1,0.0,57,106,3.8
2024/02/03,14:00,15.1,0.0,51,92,5.2
2024/02/03,15:00,15.3,0.0,51,90,5.7
2024/02/03,16:00,15.6,0.0,47,64,3.7
2024/02/03,17:00,15.9,0.0,46,76,4.2
2024/02/03,18:00,15.0,0.0,47,64,3.5
2024/02/03,19:00,13.1,0.0,54,49,1.6
2024/02/03,20:00,13.1,0.0,54,49,1.6
2024/02/03,21:00,12.3,0.0,59,56,1.9
2024/02/03,22:00,11.8,0.0,62,43,2.4
2024/02/03,23:00,11.5,0.0,68,48,2.7
2024/02/04,00:00,11.1,0.0,69,34,4.5
2024/02/04,01:00,10.5,0.0,70,8,3.5
2024/02/04,02:00,10.3,0.0,72,37,3.2
2024/02/04,03:00,9.9,0.0,70,45,3.5
2024/02/04,04:00,9.5,0.0,68,8,4.5
2024/02/04,05:00,9.4,0.2,67,336,2.1
2024/02/04,06:00,8.3,1.0,77,249,1.4
2024/02/04,07:00,8.0,0.8,83,295,1.9
2024/02/04,08:00,7.5,3.0,85,293,1.9
2024/02/04,09:00,8.0,0.0,81,260,1.5
2024/02/04,10:00,8.2,0.2,79,175,2.1
2024/02/04,11:00,9.1,0.0,74,158,1.1
2024/02/04,12:00,12.3,0.0,63,153,2.2
2024/02/04,13:00,13.5,0.0,57,115,5.4
2024/02/04,14:00,14.2,0.0,52,90,4.3
2024/02/04,15:00,15.1,0.0,46,98,3.9
2024/02/04,16:00,15.6,0.0,34,95,4.8
2024/02/04,17:00,15.4,0.0,36,84,3.7
2024/02/04,18:00,15.1,0.0,36,85,2.4
2024/02/04,19:00,13.9,0.0,38,70,2.6
2024/02/04,20:00,12.6,0.0,40,64,1.5
2024/02/04,21:00,11.8,S/D,47,S/D,S/D
2024/02/04,22:00,11.2,0.0,55,299,1.3
2024/02/04,23:00,11.0,0.0,62,63,2.2
2024/02/05,00:00,10.6,0.0,69,295,1.1
2024/02/05,01:00,10.0,0.0,69,185,1.4
2024/02/05,02:00,9.5,0.0,70,286,1.2
2024/02/05,03:00,9.5,0.0,74,56,1.7
2024/02/05,04:00,9.5,0.0,79,51,3.2
2024/02/05,05:00,9.3,0.0,77,30,2.3
2024/02/05,06:00,9.2,0.0,73,349,0.7
2024/02/05,07:00,8.6,0.0,76,50,0.5
2024/02/05,08:00,10.0,0.0,70,3,1.1
2024/02/05,09:00,10.8,0.0,66,345,1.9
2024/02/05,10:00,11.6,0.0,60,341,3.0
2024/02/05,11:00,12.1,0.0,57,20,5.2
2024/02/05,12:00,13.3,0.0,54,78,2.1
2024/02/05,13:00,14.6,0.0,52,127,4.2
2024/02/05,14:00,15.3,0.0,50,73,4.2
2024/02/05,15:00,14.9,0.0,52,102,4.2
2024/02/05,16:00,16.0,0.0,47,94,4.7
2024/02/05,17:00,15.2,0.0,47,79,3.4
2024/02/05,18:00,13.8,0.8,51,294,1.3
2024/02/05,19:00,11.3,0.0,59,61,3.0
2024/02/05,20:00,11.3,0.0,59,61,3.0
2024/02/05,21:00,10.8,0.0,65,272,2.1
2024/02/05,22:00,10.2,0.0,60,342,1.2
2024/02/05,23:00,10.1,0.0,64,51,2.5
2024/02/06,00:00,10.2,0.2,76,51,3.5
2024/02/06,01:00,7.2,6.4,91,78,3.6
2024/02/06,02:00,6.7,2.8,95,115,1.2
2024/02/06,03:00,7.2,0.2,89,276,1.5
2024/02/06,04:00,7.6,0.0,83,298,1.0
2024/02/06,05:00,7.2,0.0,84,339,2.4
2024/02/06,06:00,6.8,1.6,87,319,1.3
2024/02/06,07:00,6.4,1.6,89,302,1.2
2024/02/06,08:00,6.4,1.2,87,43,0.6
2024/02/06,09:00,6.0,1.6,90,207,0.6
2024/02/06,10:00,6.0,2.2,89,81,4.4
2024/02/06,11:00,5.9,0.8,88,78,1.0
2024/02/06,12:00,8.4,0.0,78,134,1.4
2024/02/06,13:00,10.7,0.0,69,138,1.9
2024/02/06,14:00,12.3,0.0,62,159,1.9
2024/02/06,15:00,13.5,0.0,56,112,3.4
2024/02/06,16:00,14.1,0.0,57,111,4.9
2024/02/06,17:00,13.9,0.0,54,87,4.6
2024/02/06,18:00,13.0,0.2,58,75,3.3
2024/02/06,19:00,11.5,0.0,59,187,4.1
2024/02/06,20:00,9.8,0.0,65,172,3.1
2024/02/06,21:00,10.0,0.0,62,222,2.3
2024/02/06,22:00,10.0,0.0,61,312,1.2
2024/02/06,23:00,9.7,S/D,62,264,1.2
2024/02/07,00:00,9.9,0.0,63,317,1.0
2024/02/07,01:00,9.7,0.0,67,278,1.1
2024/02/07,02:00,9.1,0.0,70,289,1.2
2024/02/07,03:00,8.7,0.0,71,325,1.5
2024/02/07,04:00,8.5,0.0,71,335,3.9
2024/02/07,05:00,7.6,0.0,80,326,2.9
2024/02/07,06:00,7.6,0.0,80,271,0.9
2024/02/07,07:00,7.1,1.0,85,48,1.5
2024/02/07,08:00,6.7,0.0,87,197,2.2
2024/02/07,09:00,7.8,0.2,82,140,1.3
2024/02/07,10:00,9.7,0.0,74,122,2.0
2024/02/07,11:00,10.7,0.0,66,275,2.0
2024/02/07,12:00,11.9,0.0,59,55,1.5
2024/02/07,13:00,13.6,0.0,57,100,3.1
2024/02/07,14:00,14.3,0.0,58,79,4.1
2024/02/07,15:00,11.6,1.6,61,239,2.6
2024/02/07,16:00,10.7,0.0,62,5,2.4
2024/02/07,17:00,13.5,0.0,54,190,2.2
2024/02/07,18:00,14.2,0.0,50,350,2.2
2024/02/07,19:00,10.9,0.0,63,145,3.5
2024/02/07,20:00,10.9,0.2,63,145,3.5
2024/02/07,21:00,S/D,S/D,S/D,S/D,S/D
2024/02/07,22:00,9.2,S/D,71,328,0.9
2024/02/07,23:00,S/D,S/D,S/D,S/D,S/D
2024/02/08,00:00,9.6,0.0,70,322,2.6
2024/02/08,01:00,8.7,0.0,77,314,2.0
2024/02/08,02:00,8.1,0.0,78,308,1.4
2024/02/08,03:00,7.7,0.0,82,300,1.0
2024/02/08,04:00,7.6,0.0,82,270,2.4
2024/02/08,05:00,7.6,0.0,81,320,1.7
2024/02/08,06:00,7.4,0.0,81,340,1.6
2024/02/08,07:00,7.5,0.0,79,273,1.0
2024/02/08,08:00,8.4,0.0,76,202,0.4
2024/02/08,09:00,10.1,0.0,70,100,1.4
2024/02/08,10:00,11.3,0.0,66,91,1.5
2024/02/08,11:00,12.6,0.0,58,96,3.2
2024/02/08,12:00,13.9,0.0,49,89,2.8
2024/02/08,13:00,14.0,0.0,53,83,4.0
2024/02/08,14:00,14.6,0.0,54,97,3.6
2024/02/08,15:00,13.4,0.4,54,348,3.2
2024/02/08,16:00,10.8,0.0,69,25,6.5
2024/02/08,17:00,10.3,0.0,69,41,3.4
2024/02/08,18:00,10.9,0.0,65,265,1.5
2024/02/08,19:00,10.1,0.0,67,325,1.0
2024/02/08,20:00,10.1,0.0,67,325,1.0
2024/02/08,21:00,S/D,S/D,S/D,S/D,S/D
2024/02/08,22:00,10.5,0.0,63,51,0.9
2024/02/09,00:00,9.2,0.0,55,327,2.8
2024/02/09,01:00,8.4,0.0,60,290,2.4
2024/02/09,02:00,8.0,0.0,61,322,2.0
2024/02/09,03:00,7.5,0.0,55,335,3.2
2024/02/09,04:00,7.4,0.0,51,246,3.2
2024/02/09,05:00,7.0,0.0,53,290,2.1
2024/02/09,06:00,6.8,0.0,56,300,1.7
2024/02/09,07:00,6.6,0.0,58,294,1.8
2024/02/09,08:00,7.4,0.0,54,287,0.4
2024/02/09,09:00,10.3,0.0,50,88,1.6
2024/02/09,10:00,10.9,0.0,50,93,1.6
2024/02/09,11:00,13.0,0.0,44,302,2.1
2024/02/09,12:00,14.6,0.0,38,104,2.9
2024/02/09,13:00,15.9,0.0,35,335,2.7
2024/02/09,14:00,16.4,0.0,34,56,3.1
2024/02/09,15:00,17.5,0.0,32,15,3.6
2024/02/09,16:00,18.4,0.0,32,55,3.1
2024/02/09,17:00,16.0,0.0,51,81,4.7
2024/02/09,18:00,15.6,0.0,49,73,4.4
2024/02/09,19:00,15.3,0.0,49,66,3.7
2024/02/09,20:00,13.6,0.0,59,60,1.4
2024/02/09,21:00,S/D,S/D,S/D,S/D,S/D
2024/02/09,22:00,8.7,4.6,77,187,5.6
2024/02/09,23:00,9.8,0.0,66,233,2.9
2024/02/10,00:00,9.6,0.0,66,142,3.1
2024/02/10,01:00,9.9,0.0,57,120,3.1
2024/02/10,02:00,8.9,0.0,64,352,1.0
2024/02/10,03:00,8.3,0.0,70,334,1.2
2024/02/10,04:00,8.7,0.0,69,283,1.5
2024/02/10,05:00,8.9,0.0,69,305,1.2
2024/02/10,06:00,8.3,0.0,66,308,1.0
2024/02/10,07:00,7.5,0.0,70,305,1.4
2024/02/10,08:00,8.5,0.0,67,294,2.5
2024/02/10,09:00,9.5,0.0,66,9,2.6
2024/02/10,10:00,10.5,0.0,65,359,2.8
2024/02/10,11:00,12.5,0.0,59,324,1.9
2024/02/10,12:00,14.5,0.0,49,347,2.9
2024/02/10,13:00,15.7,0.0,45,9,3.2
2024/02/10,14:00,16.8,0.0,42,322,2.3
2024/02/10,15:00,17.5,0.0,39,337,1.7
2024/02/10,16:00,17.9,0.0,44,93,3.4
2024/02/10,17:00,17.3,0.0,48,75,6.3
2024/02/10,18:00,15.8,0.0,53,62,5.3
2024/02/10,19:00,12.6,0.0,62,173,7.6
2024/02/10,20:00,12.6,0.0,62,173,7.6
2024/02/10,21:00,9.3,1.0,76,199,5.4
2024/02/10,22:00,7.3,3.6,85,201,5.0
2024/02/10,23:00,S/D,S/D,S/D,S/D,S/D
2024/02/11,00:00,7.3,2.0,83,64,1.5
2024/02/11,01:00,7.5,1.0,86,290,1.0
2024/02/11,02:00,7.8,0.2,85,315,0.9
2024/02/11,03:00,8.4,0.0,80,285,1.2
2024/02/11,04:00,8.5,0.0,81,359,1.1
2024/02/11,05:00,8.4,0.0,83,42,1.9
2024/02/11,06:00,8.5,0.0,82,48,1.0
2024/02/11,07:00,8.7,0.0,81,209,0.5
2024/02/11,08:00,9.3,0.0,78,152,1.4
2024/02/11,09:00,10.5,0.0,70,186,2.9
2024/02/11,10:00,11.3,0.0,68,98,2.0
2024/02/11,11:00,11.8,0.0,64,141,1.1
2024/02/11,12:00,12.2,0.0,62,35,1.7
2024/02/11,13:00,12.2,0.0,70,355,4.6
2024/02/11,14:00,12.7,0.0,67,20,2.6
2024/02/11,15:00,13.9,0.0,61,69,2.4
2024/02/11,16:00,14.0,0.0,65,100,3.5
2024/02/11,17:00,14.7,0.0,61,85,4.4
2024/02/11,18:00,14.4,0.0,59,81,2.7
2024/02/11,19:00,12.5,0.0,67,57,1.7
2024/02/11,20:00,12.5,0.0,67,57,1.7
2024/02/11,21:00,12.4,0.0,71,141,2.1
2024/02/11,22:00,12.0,0.0,64,241,2.0
2024/02/11,23:00,11.0,0.0,67,289,1.9
2024/02/12,00:00,10.0,0.0,73,275,4.8
2024/02/12,01:00,9.3,0.8,72,99,0.8
2024/02/12,02:00,8.2,1.8,87,332,1.4
2024/02/12,03:00,8.7,0.2,87,71,2.6
2024/02/12,04:00,8.1,0.8,88,85,4.6
2024/02/12,05:00,7.7,2.4,89,176,1.5
2024/02/12,06:00,7.4,3.0,89,210,1.4
2024/02/12,07:00,7.4,1.2,86,201,3.3
2024/02/12,08:00,7.3,1.2,85,289,0.9
2024/02/12,09:00,7.9,0.2,83,330,1.2
2024/02/12,10:00,8.5,0.0,82,326,1.0
2024/02/12,11:00,9.3,0.0,78,319,1.1
2024/02/12,12:00,10.9,0.0,71,136,0.8
2024/02/12,13:00,11.7,0.4,65,72,0.5
2024/02/12,14:00,12.7,0.0,63,175,1.1
2024/02/12,15:00,14.4,0.0,56,108,1.9
2024/02/12,16:00,15.4,0.0,52,132,3.1
2024/02/12,17:00,15.7,0.0,52,103,3.9
2024/02/12,18:00,15.8,0.0,48,63,2.5
2024/02/12,19:00,12.6,0.0,59,193,6.6
2024/02/12,20:00,11.0,0.0,62,218,3.1
2024/02/12,21:00,10.8,S/D,63,231,1.9
2024/02/12,22:00,10.5,0.0,62,19,3.3
2024/02/12,23:00,10.1,0.0,66,209,1.7
2024/02/13,00:00,9.3,0.0,71,51,1.0
2024/02/13,01:00,9.1,0.0,74,251,1.9
2024/02/13,02:00,8.0,0.0,84,274,1.0
2024/02/13,03:00,7.9,0.0,86,290,1.6
2024/02/13,04:00,8.6,0.0,78,274,1.1
2024/02/13,05:00,9.0,0.0,75,317,0.9
2024/02/13,06:00,9.3,0.0,74,329,0.8
2024/02/13,07:00,9.2,0.0,74,110,2.2
2024/02/13,08:00,9.5,0.0,75,77,1.5
2024/02/13,09:00,10.4,0.0,75,61,2.2
2024/02/13,10:00,11.0,0.0,75,110,2.3
2024/02/13,11:00,11.5,0.0,74,95,2.9
2024/02/13,12:00,12.3,0.0,72,116,3.3
2024/02/13,13:00,13.3,0.0,70,106,3.8
2024/02/13,14:00,14.4,0.0,65,109,3.3
2024/02/13,15:00,15.7,0.0,57,86,4.2
2024/02/13,16:00,16.4,0.0,55,77,5.5
2024/02/13,17:00,15.1,0.0,55,68,5.9
2024/02/13,18:00,14.1,0.0,59,70,4.8
2024/02/13,19:00,13.5,0.0,65,200,4.1
2024/02/13,20:00,9.3,S/D,S/D,S/D,S/D
2024/02/13,21:00,8.3,2.2,85,347,2.0
2024/02/13,22:00,S/D,S/D,S/D,S/D,S/D
2024/02/13,23:00,7.7,2.8,84,257,1.6
2024/02/14,00:00,7.9,0.4,80,240,2.9
2024/02/14,01:00,8.4,0.0,77,315,1.1
2024/02/14,02:00,8.4,0.0,80,316,1.2
2024/02/14,03:00,8.4,0.0,81,64,1.7
2024/02/14,04:00,8.2,0.0,85,50,3.6
2024/02/14,05:00,8.2,0.0,86,50,2.7
2024/02/14,06:00,8.1,0.0,85,53,2.4
2024/02/14,07:00,8.2,0.0,83,92,2.0
2024/02/14,08:00,8.7,0.0,78,83,3.0
2024/02/14,09:00,9.0,0.2,80,60,2.4
2024/02/14,10:00,9.6,0.0,81,69,1.6
2024/02/14,11:00,10.1,0.2,78,122,1.9
2024/02/14,12:00,12.0,0.0,73,102,2.2
2024/02/14,13:00,13.2,0.0,69,104,3.5
2024/02/14,14:00,14.5,0.0,64,114,3.8
2024/02/14,15:00,14.5,0.0,60,75,3.5
2024/02/14,16:00,13.9,0.0,60,25,3.9
2024/02/14,17:00,13.3,0.0,60,19,4.0
2024/02/14,18:00,13.0,0.0,65,4,3.2
2024/02/14,19:00,12.5,0.0,68,342,1.0
2024/02/14,20:00,11.7,0.0,71,341,1.3
2024/02/14,21:00,11.2,0.0,76,306,0.8
2024/02/14,22:00,11.5,0.0,73,316,0.8
2024/02/14,23:00,11.1,0.0,75,299,1.2
2024/02/15,00:00,11.2,0.0,74,206,1.0
2024/02/15,01:00,11.0,0.0,71,144,2.6
2024/02/15,02:00,10.8,0.0,71,194,2.5
2024/02/15,03:00,10.2,0.0,73,189,3.1
2024/02/15,04:00,9.9,0.0,74,194,2.5
2024/02/15,05:00,9.5,0.0,79,331,1.1
2024/02/15,06:00,8.9,0.0,82,252,0.5
2024/02/15,07:00,8.8,0.0,82,318,1.0
2024/02/15,08:00,9.2,0.2,84,263,2.3
2024/02/15,09:00,10.8,0.0,77,340,2.3
2024/02/15,10:00,12.0,0.0,69,9,3.0
2024/02/15,11:00,12.0,0.0,74,101,4.1
2024/02/15,12:00,12.5,0.0,73,136,2.8
2024/02/15,13:00,13.5,0.0,65,252,2.2
2024/02/15,14:00,14.6,0.0,62,65,2.5
2024/02/15,15:00,15.8,0.0,57,100,4.3
2024/02/15,16:00,16.6,0.0,53,79,3.4
2024/02/15,17:00,15.2,0.0,54,64,4.3
2024/02/15,18:00,15.1,0.0,58,76,5.2
2024/02/15,19:00,13.3,0.0,69,319,1.0
2024/02/15,20:00,13.3,0.0,69,319,1.0
2024/02/15,21:00,12.8,0.0,72,253,2.1
2024/02/15,22:00,12.9,0.0,67,233,3.6
2024/02/15,23:00,12.0,0.0,65,166,2.9
2024/02/16,00:00,11.7,0.0,65,145,1.3
2024/02/16,01:00,11.5,0.0,68,317,1.8
2024/02/16,02:00,10.4,0.0,78,316,1.3
2024/02/16,03:00,10.3,0.0,73,283,0.7
2024/02/16,04:00,9.8,0.0,76,325,1.4
2024/02/16,05:00,9.0,0.0,75,315,1.1
2024/02/16,06:00,8.8,0.0,74,318,0.8
2024/02/16,07:00,8.9,0.0,77,41,1.1
2024/02/16,08:00,9.5,0.2,83,289,0.6
2024/02/16,09:00,10.6,0.0,78,182,1.9
2024/02/16,10:00,12.2,0.0,68,179,1.0
2024/02/16,11:00,13.4,0.0,66,93,4.2
2024/02/16,12:00,13.4,0.0,65,38,4.9
2024/02/16,13:00,11.4,0.0,69,99,2.5
2024/02/16,14:00,14.0,0.0,65,107,3.6
2024/02/16,15:00,15.6,0.0,56,106,4.0
2024/02/16,16:00,16.2,0.0,54,69,3.3
2024/02/16,17:00,15.6,0.0,53,80,3.7
2024/02/16,18:00,14.6,0.0,56,67,3.6
2024/02/16,19:00,13.7,0.0,59,68,2.9
2024/02/16,20:00,12.9,0.0,66,54,1.8
2024/02/16,21:00,12.4,S/D,71,51,2.0
2024/02/16,22:00,12.4,0.0,74,50,2.1
2024/02/16,23:00,11.9,0.0,77,73,1.1
2024/02/17,00:00,11.7,0.0,79,150,2.4
2024/02/17,01:00,11.9,0.0,74,313,0.9
2024/02/17,02:00,11.2,0.0,76,184,2.8
2024/02/17,03:00,10.8,1.4,80,313,1.6
2024/02/17,04:00,7.6,10.8,90,347,5.7
2024/02/17,05:00,6.7,3.2,94,326,4.6
2024/02/17,06:00,6.5,4.6,94,325,3.0
2024/02/17,07:00,6.1,3.0,92,223,1.3
2024/02/17,08:00,6.5,1.4,91,137,4.1
2024/02/17,09:00,7.6,0.0,84,171,5.6
2024/02/17,10:00,7.9,0.0,81,187,5.6
2024/02/17,11:00,9.5,0.0,73,172,3.8
2024/02/17,12:00,12.3,0.0,64,130,1.9
2024/02/17,13:00,13.5,0.0,62,61,1.7
2024/02/17,14:00,15.6,0.0,56,345,2.1
2024/02/17,15:00,16.8,0.0,51,25,3.3
2024/02/17,16:00,17.9,0.0,44,7,3.8
2024/02/17,17:00,17.3,0.0,51,73,6.7
2024/02/17,18:00,15.2,0.0,66,51,3.4
2024/02/17,19:00,13.9,0.0,69,161,2.5
2024/02/17,20:00,9.1,11.0,86,182,5.3
2024/02/17,21:00,8.6,3.2,85,189,6.6
2024/02/17,22:00,8.5,1.0,81,219,5.1
2024/02/17,23:00,8.0,1.8,80,262,2.8
2024/02/18,00:00,7.8,1.4,81,303,1.6
2024/02/18,01:00,8.2,0.8,80,40,1.0
2024/02/18,02:00,8.2,0.0,83,302,1.4
2024/02/18,03:00,8.4,0.0,80,57,1.7
2024/02/18,04:00,8.8,0.0,83,346,1.0
2024/02/18,05:00,8.5,0.0,85,286,0.9
2024/02/18,06:00,8.3,0.0,86,300,0.9
2024/02/18,07:00,8.2,0.0,85,259,2.6
2024/02/18,08:00,8.9,0.0,80,267,2.1
2024/02/18,09:00,10.0,0.0,73,265,1.4
2024/02/18,10:00,11.6,0.0,65,110,1.9
2024/02/18,11:00,12.9,0.2,66,106,4.2
2024/02/18,12:00,13.2,0.0,69,103,5.0
2024/02/18,13:00,13.9,0.0,65,95,4.2
2024/02/18,14:00,14.4,0.0,66,99,4.0
2024/02/18,15:00,15.3,0.0,63,95,3.9
2024/02/18,16:00,15.6,0.0,61,106,4.0
2024/02/18,17:00,13.3,0.6,72,65,2.1
2024/02/18,18:00,13.8,0.0,67,237,1.8
2024/02/18,19:00,11.1,6.2,74,234,3.8
2024/02/18,20:00,8.8,7.8,90,149,2.5
2024/02/18,21:00,8.8,3.6,89,254,2.5
2024/02/18,22:00,9.5,1.0,82,235,2.4
2024/02/18,23:00,9.9,0.0,76,257,2.4
2024/02/19,00:00,10.1,0.0,77,303,1.3
2024/02/19,01:00,9.9,0.0,80,312,1.1
2024/02/19,02:00,9.9,0.2,79,219,1.9
2024/02/19,03:00,9.3,0.2,79,287,1.9
2024/02/19,04:00,8.1,2.2,89,307,1.1
2024/02/19,05:00,7.6,3.0,93,314,0.8
2024/02/19,06:00,7.5,3.4,92,326,0.5
2024/02/19,07:00,7.8,3.2,91,293,1.2
2024/02/19,08:00,8.0,0.6,88,317,0.7
2024/02/19,09:00,9.2,0.0,84,70,2.5
2024/02/19,10:00,10.3,0.0,82,90,3.8
2024/02/19,11:00,10.4,0.0,81,56,4.0
2024/02/19,12:00,10.0,0.0,79,49,3.3
2024/02/19,13:00,8.8,1.2,84,276,1.2
2024/02/19,14:00,8.3,2.2,85,281,1.5
2024/02/19,15:00,11.0,1.6,74,253,1.4
2024/02/19,16:00,13.3,0.0,66,89,1.3
2024/02/19,17:00,14.8,0.0,57,151,2.6
2024/02/19,18:00,13.5,0.0,63,176,6.3
2024/02/19,19:00,11.2,0.0,71,157,4.9
2024/02/19,20:00,10.9,0.0,73,157,5.7
2024/02/19,21:00,10.0,0.0,77,182,5.6
2024/02/19,22:00,9.0,0.2,81,215,1.7
2024/02/19,23:00,9.2,0.2,75,119,1.3
2024/02/20,00:00,9.9,0.0,70,257,1.8
2024/02/20,01:00,9.7,0.0,72,301,1.0
2024/02/20,02:00,9.6,0.0,75,278,1.0
2024/02/20,03:00,9.7,0.0,73,217,1.1
2024/02/20,04:00,9.5,0.0,74,217,1.8
2024/02/20,05:00,9.3,0.0,76,247,1.3
2024/02/20,06:00,9.0,0.0,75,226,1.5
2024/02/20,07:00,8.9,0.0,77,270,1.4
2024/02/20,08:00,9.2,0.0,75,243,1.6
2024/02/20,09:00,9.9,0.0,71,247,0.6
2024/02/20,10:00,10.7,0.0,68,273,1.3
2024/02/20,11:00,12.4,0.0,61,87,1.2
2024/02/20,12:00,13.8,0.0,56,60,1.4
2024/02/20,13:00,13.9,0.0,56,10,5.5
2024/02/20,14:00,12.4,0.2,68,206,5.0
2024/02/20,15:00,6.0,1.6,92,294,1.3
2024/02/20,16:00,8.1,1.4,87,273,1.2
2024/02/20,17:00,9.5,1.4,80,60,0.7
2024/02/20,18:00,11.2,1.2,73,244,2.1
2024/02/20,19:00,11.8,1.2,67,218,1.7
2024/02/20,20:00,11.3,0.8,65,142,4.5
2024/02/20,21:00,9.9,0.6,73,153,3.3
2024/02/20,22:00,9.6,0.6,67,240,1.1
2024/02/20,23:00,9.3,0.6,65,324,0.9
2024/02/21,00:00,8.6,0.4,71,264,1.3
2024/02/21,01:00,8.5,0.4,62,275,2.3
2024/02/21,02:00,8.0,0.4,67,294,0.5
2024/02/21,03:00,8.0,0.4,61,264,2.8
2024/02/21,04:00,7.7,0.2,60,358,1.6
2024/02/21,05:00,7.4,0.2,53,188,2.9
2024/02/21,06:00,7.9,0.2,52,315,1.4
2024/02/21,07:00,7.9,0.2,53,235,1.1
2024/02/21,08:00,8.2,0.2,53,178,1.6
2024/02/21,09:00,9.1,0.0,51,186,1.6
2024/02/21,10:00,10.5,0.0,40,181,1.2
2024/02/21,11:00,12.3,0.0,36,191,1.0
2024/02/21,12:00,13.3,0.0,36,233,0.9
2024/02/21,13:00,14.3,0.0,41,126,1.5
2024/02/21,14:00,14.9,0.0,45,110,2.5
2024/02/21,15:00,15.3,0.0,49,97,4.9
2024/02/21,16:00,14.6,0.0,53,113,1.4
