fecha,codZonal,codEsta,nomEsta,uniHidrografica,nomDepa,nomCuenca,nomSector,dato,unidad,datAnomalia,uniAnomalia,tendencia,umbralRojo,cuerpoAgua
2024-08-21,13,47256412,MUELLE ENAFER,Región Hidrográfica del Titicaca,PUNO,Intercuenca 0173,SUR,3808.14,m.s.n.m,-1.334,m.s.n.m,E,3810.25,LAGO TITICACA
2024-08-22,13,47256412,MUELLE ENAFER,Región Hidrográfica del Titicaca,PUNO,Intercuenca 0173,SUR,3808.1389,m.s.n.m,-1.3321,m.s.n.m,E,3810.25,LAGO TITICACA
2024-08-23,13,47256412,MUELLE ENAFER,Región Hidrográfica del Titicaca,PUNO,Intercuenca 0173,SUR,3808.1321,m.s.n.m,-1.3349,m.s.n.m,E,3810.25,LAGO TITICACA
2024-08-24,13,47256412,MUELLE ENAFER,Región Hidrográfica del Titicaca,PUNO,Intercuenca 0173,SUR,3808.1268,m.s.n.m,-1.3372,m.s.n.m,E,3810.25,LAGO TITICACA
2024-08-25,13,47256412,MUELLE ENAFER,Región Hidrográfica del Titicaca,PUNO,Intercuenca 0173,SUR,3808.1263,m.s.n.m,-1.3337,m.s.n.m,E,3810.25,LAGO TITICACA
2024-08-26,13,47256412,MUELLE ENAFER,Región Hidrográfica del Titicaca,PUNO,Intercuenca 0173,SUR,3808.1232,m.s.n.m,-1.3328,m.s.n.m,E,3810.25,LAGO TITICACA
2024-08-27,13,47256412,MUELLE ENAFER,Región Hidrográfica del Titicaca,PUNO,Intercuenca 0173,SUR,3808.1232,m.s.n.m,-1.3308,m.s.n.m,E,3810.25,LAGO TITICACA
2024-08-28,13,47256412,MUELLE ENAFER,Región Hidrográfica del Titicaca,PUNO,Intercuenca 0173,SUR,3808.1221,m.s.n.m,-1.3289,m.s.n.m,E,3810.25,LAGO TITICACA
2024-08-29,13,47256412,MUELLE ENAFER,Región Hidrográfica del Titicaca,PUNO,Intercuenca 0173,SUR,3808.1179,m.s.n.m,-1.3301,m.s.n.m,E,3810.25,LAGO TITICACA
2024-08-30,13,47256412,MUELLE ENAFER,Región Hidrográfica del Titicaca,PUNO,Intercuenca 0173,SUR,3808.1126,m.s.n.m,-1.3314,m.s.n.m,E,3810.25,LAGO TITICACA
2024-08-31,13,47256412,MUELLE ENAFER,Región Hidrográfica del Titicaca,PUNO,Intercuenca 0173,SUR,3808.1137,m.s.n.m,-1.3273,m.s.n.m,E,3810.25,LAGO TITICACA
2024-09-01,13,47256412,MUELLE ENAFER,Región Hidrográfica del Titicaca,PUNO,Intercuenca 0173,SUR,3808.0884,m.s.n.m,-1.3966,m.s.n.m,E,3810.25,LAGO TITICACA
2024-09-01,13,47256412,MUELLE ENAFER,Región Hidrográfica del Titicaca,PUNO,Intercuenca 0173,SUR,3808.1042,m.s.n.m,-1.3868,m.s.n.m,E,3810.25,LAGO TITICACA
2024-09-02,13,47256412,MUELLE ENAFER,Región Hidrográfica del Titicaca,PUNO,Intercuenca 0173,SUR,3808.0989,m.s.n.m,-1.3901,m.s.n.m,E,3810.25,LAGO TITICACA
2024-09-03,13,47256412,MUELLE ENAFER,Región Hidrográfica del Titicaca,PUNO,Intercuenca 0173,SUR,3808.0884,m.s.n.m,-1.3966,m.s.n.m,E,3810.25,LAGO TITICACA
2024-09-04,13,47256412,MUELLE ENAFER,Región Hidrográfica del Titicaca,PUNO,Intercuenca 0173,SUR,3808.0874,m.s.n.m,-1.3946,m.s.n.m,E,3810.25,LAGO TITICACA
2024-09-05,13,47256412,MUELLE ENAFER,Región Hidrográfica del Titicaca,PUNO,Intercuenca 0173,SUR,3808.0858,m.s.n.m,-1.3922,m.s.n.m,E,3810.25,LAGO TITICACA
2024-09-06,13,47256412,MUELLE ENAFER,Región Hidrográfica del Titicaca,PUNO,Intercuenca 0173,SUR,3808.0779,m.s.n.m,-1.3951,m.s.n.m,E,3810.25,LAGO TITICACA
2024-09-07,13,47256412,MUELLE ENAFER,Región Hidrográfica del Titicaca,PUNO,Intercuenca 0173,SUR,3808.0779,m.s.n.m,-1.3941,m.s.n.m,E,3810.25,LAGO TITICACA
2024-09-08,13,47256412,MUELLE ENAFER,Región Hidrográfica del Titicaca,PUNO,Intercuenca 0173,SUR,3808.0695,m.s.n.m,-1.3985,m.s.n.m,E,3810.25,LAGO TITICACA
2024-09-09,13,47256412,MUELLE ENAFER,Región Hidrográfica del Titicaca,PUNO,Intercuenca 0173,SUR,3808.0632,m.s.n.m,-1.4008,m.s.n.m,E,3810.25,LAGO TITICACA
2024-09-10,13,47256412,MUELLE ENAFER,Región Hidrográfica del Titicaca,PUNO,Intercuenca 0173,SUR,3808.0621,m.s.n.m,-1.3999,m.s.n.m,E,3810.25,LAGO TITICACA
2024-09-11,13,47256412,MUELLE ENAFER,Región Hidrográfica del Titicaca,PUNO,Intercuenca 0173,SUR,3808.0616,m.s.n.m,-1.3974,m.s.n.m,E,3810.25,LAGO TITICACA
2024-09-12,13,47256412,MUELLE ENAFER,Región Hidrográfica del Titicaca,PUNO,Intercuenca 0173,SUR,3808.0605,m.s.n.m,-1.3935,m.s.n.m,E,3810.25,LAGO TITICACA
2024-09-13,13,47256412,MUELLE ENAFER,Región Hidrográfica del Titicaca,PUNO,Intercuenca 0173,SUR,3808.0526,m.s.n.m,-1.3984,m.s.n.m,E,3810.25,LAGO TITICACA
2024-09-14,13,47256412,MUELLE ENAFER,Región Hidrográfica del Titicaca,PUNO,Intercuenca 0173,SUR,3808.0542,m.s.n.m,-1.3948,m.s.n.m,E,3810.25,LAGO TITICACA
2024-09-15,13,47256412,MUELLE ENAFER,Región Hidrográfica del Titicaca,PUNO,Intercuenca 0173,SUR,3808.0532,m.s.n.m,-1.3918,m.s.n.m,E,3810.25,LAGO TITICACA
2024-09-16,13,47256412,MUELLE ENAFER,Región Hidrográfica del Titicaca,PUNO,Intercuenca 0173,SUR,3808.0532,m.s.n.m,-1.3888,m.s.n.m,E,3810.25,LAGO TITICACA
2024-09-17,13,47256412,MUELLE ENAFER,Región Hidrográfica del Titicaca,PUNO,Intercuenca 0173,SUR,3808.0447,m.s.n.m,-1.3943,m.s.n.m,E,3810.25,LAGO TITICACA
2024-09-18,13,47256412,MUELLE ENAFER,Región Hidrográfica del Titicaca,PUNO,Intercuenca 0173,SUR,3808.0426,m.s.n.m,-1.3934,m.s.n.m,E,3810.25,LAGO TITICACA
2024-09-19,13,47256412,MUELLE ENAFER,Región Hidrográfica del Titicaca,PUNO,Intercuenca 0173,SUR,3808.0405,m.s.n.m,-1.3935,m.s.n.m,E,3810.25,LAGO TITICACA
2024-09-20,13,47256412,MUELLE ENAFER,Región Hidrográfica del Titicaca,PUNO,Intercuenca 0173,SUR,3808.0374,m.s.n.m,-1.3936,m.s.n.m,E,3810.25,LAGO TITICACA
2024-09-21,13,47256412,MUELLE ENAFER,Región Hidrográfica del Titicaca,PUNO,Intercuenca 0173,SUR,3808.0321,m.s.n.m,-1.3959,m.s.n.m,E,3810.25,LAGO TITICACA
2024-09-22,13,47256412,MUELLE ENAFER,Región Hidrográfica del Titicaca,PUNO,Intercuenca 0173,SUR,3808.0284,m.s.n.m,-1.3966,m.s.n.m,E,3810.25,LAGO TITICACA
2024-09-23,13,47256412,MUELLE ENAFER,Región Hidrográfica del Titicaca,PUNO,Intercuenca 0173,SUR,3808.0268,m.s.n.m,-1.3962,m.s.n.m,E,3810.25,LAGO TITICACA
2024-09-24,13,47256412,MUELLE ENAFER,Región Hidrográfica del Titicaca,PUNO,Intercuenca 0173,SUR,3808.0258,m.s.n.m,-1.3942,m.s.n.m,E,3810.25,LAGO TITICACA
2024-09-24,13,47256412,MUELLE ENAFER,Región Hidrográfica del Titicaca,PUNO,Intercuenca 0173,SUR,3808.0147,m.s.n.m,-1.3973,m.s.n.m,E,3810.25,LAGO TITICACA
2024-09-25,13,47256412,MUELLE ENAFER,Región Hidrográfica del Titicaca,PUNO,Intercuenca 0173,SUR,3808.0211,m.s.n.m,-1.3959,m.s.n.m,E,3810.25,LAGO TITICACA
2024-09-26,13,47256412,MUELLE ENAFER,Región Hidrográfica del Titicaca,PUNO,Intercuenca 0173,SUR,3808.0211,m.s.n.m,-1.3929,m.s.n.m,E,3810.25,LAGO TITICACA
2024-09-27,13,47256412,MUELLE ENAFER,Región Hidrográfica del Titicaca,PUNO,Intercuenca 0173,SUR,3808.0147,m.s.n.m,-1.3973,m.s.n.m,E,3810.25,LAGO TITICACA
2024-09-28,13,47256412,MUELLE ENAFER,Región Hidrográfica del Titicaca,PUNO,Intercuenca 0173,SUR,3808.0126,m.s.n.m,-1.3964,m.s.n.m,E,3810.25,LAGO TITICACA
2024-09-29,13,47256412,MUELLE ENAFER,Región Hidrográfica del Titicaca,PUNO,Intercuenca 0173,SUR,3808.01,m.s.n.m,-1.397,m.s.n.m,E,3810.25,LAGO TITICACA
2024-09-30,13,47256412,MUELLE ENAFER,Región Hidrográfica del Titicaca,PUNO,Intercuenca 0173,SUR,3808.0089,m.s.n.m,-1.3961,m.s.n.m,E,3810.25,LAGO TITICACA
2024-10-01,13,47256412,MUELLE ENAFER,Región Hidrográfica del Titicaca,PUNO,Intercuenca 0173,SUR,3807.9989,m.s.n.m,-1.4031,m.s.n.m,E,3810.25,LAGO TITICACA
2024-10-02,13,47256412,MUELLE ENAFER,Región Hidrográfica del Titicaca,PUNO,Intercuenca 0173,SUR,3807.9989,m.s.n.m,-1.3981,m.s.n.m,E,3810.25,LAGO TITICACA
2024-10-03,13,47256412,MUELLE ENAFER,Región Hidrográfica del Titicaca,PUNO,Intercuenca 0173,SUR,3807.9916,m.s.n.m,-1.4014,m.s.n.m,E,3810.25,LAGO TITICACA
2024-10-04,13,47256412,MUELLE ENAFER,Región Hidrográfica del Titicaca,PUNO,Intercuenca 0173,SUR,3807.9895,m.s.n.m,-1.4005,m.s.n.m,E,3810.25,LAGO TITICACA
2024-10-05,13,47256412,MUELLE ENAFER,Región Hidrográfica del Titicaca,PUNO,Intercuenca 0173,SUR,3807.9879,m.s.n.m,-1.3991,m.s.n.m,E,3810.25,LAGO TITICACA
2024-10-06,13,47256412,MUELLE ENAFER,Región Hidrográfica del Titicaca,PUNO,Intercuenca 0173,SUR,3807.9832,m.s.n.m,-1.4008,m.s.n.m,E,3810.25,LAGO TITICACA
2024-10-07,13,47256412,MUELLE ENAFER,Región Hidrográfica del Titicaca,PUNO,Intercuenca 0173,SUR,3807.9795,m.s.n.m,-1.4025,m.s.n.m,E,3810.25,LAGO TITICACA
2024-10-08,13,47256412,MUELLE ENAFER,Región Hidrográfica del Titicaca,PUNO,Intercuenca 0173,SUR,3807.9653,m.s.n.m,-1.4137,m.s.n.m,E,3810.25,LAGO TITICACA
2024-10-09,13,47256412,MUELLE ENAFER,Región Hidrográfica del Titicaca,PUNO,Intercuenca 0173,SUR,3807.9726,m.s.n.m,-1.4044,m.s.n.m,E,3810.25,LAGO TITICACA
2024-10-10,13,47256412,MUELLE ENAFER,Región Hidrográfica del Titicaca,PUNO,Intercuenca 0173,SUR,3807.9653,m.s.n.m,-1.4097,m.s.n.m,E,3810.25,LAGO TITICACA
2024-10-11,13,47256412,MUELLE ENAFER,Región Hidrográfica del Titicaca,PUNO,Intercuenca 0173,SUR,3807.9642,m.s.n.m,-1.4078,m.s.n.m,E,3810.25,LAGO TITICACA
2024-10-12,13,47256412,MUELLE ENAFER,Región Hidrográfica del Titicaca,PUNO,Intercuenca 0173,SUR,3807.9637,m.s.n.m,-1.4063,m.s.n.m,E,3810.25,LAGO TITICACA
2024-10-13,13,47256412,MUELLE ENAFER,Región Hidrográfica del Titicaca,PUNO,Intercuenca 0173,SUR,3807.96,m.s.n.m,-1.409,m.s.n.m,E,3810.25,LAGO TITICACA
