Fuente:SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:* S/D = Sin Datos.

,Estación:PUNO
,Departamento:PUNO,Provincia:PUNO,Distrito:PUNO
,Latitud:15°49'34.5'',Longitud:70°0'43.5'',Altitud:3812,msnm.
,Tipo:EMA,-Meteorológica,Código:472DD33A
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2024/04/02,20:00,10.4,0.0,69,323,2.9
2024/04/02,21:00,10.4,0.0,68,213,2.8
2024/04/02,22:00,9.7,0.0,66,309,1.1
2024/04/02,23:00,9.1,0.0,69,307,1.2
2024/04/03,00:00,8.9,0.0,71,314,1.3
2024/04/03,01:00,8.3,0.0,72,340,1.6
2024/04/03,02:00,7.7,0.0,75,286,1.6
2024/04/03,03:00,7.2,0.0,77,314,1.4
2024/04/03,04:00,7.0,0.0,76,274,1.3
2024/04/03,05:00,6.9,0.0,77,286,1.6
2024/04/03,06:00,6.7,0.0,78,315,0.9
2024/04/03,07:00,7.0,0.0,76,296,0.8
2024/04/03,08:00,9.2,0.0,69,69,0.8
2024/04/03,09:00,11.2,0.0,64,272,1.9
2024/04/03,10:00,11.3,0.0,64,343,2.2
2024/04/03,11:00,12.7,0.0,58,356,1.6
2024/04/03,12:00,14.5,0.0,55,73,2.1
2024/04/03,13:00,15.1,0.0,53,97,3.8
2024/04/03,14:00,15.7,0.0,56,92,4.3
2024/04/03,15:00,16.2,0.0,55,79,4.5
2024/04/03,16:00,16.4,0.0,54,110,4.9
2024/04/03,17:00,15.9,0.0,54,85,4.8
2024/04/03,18:00,14.1,1.2,58,10,4.6
2024/04/03,19:00,10.5,1.0,76,185,3.7
2024/04/03,20:00,10.0,0.0,75,174,3.7
2024/04/03,21:00,9.8,0.2,73,163,2.9
2024/04/03,22:00,9.4,0.8,76,244,1.3
2024/04/03,23:00,9.4,0.0,76,316,1.4
2024/04/04,00:00,8.9,0.2,79,296,3.0
2024/04/04,01:00,8.6,0.0,81,269,5.7
2024/04/04,02:00,8.4,0.0,81,305,0.8
2024/04/04,03:00,8.6,0.0,79,305,0.9
2024/04/04,04:00,8.0,0.0,85,139,0.8
2024/04/04,05:00,8.0,0.0,85,272,1.2
2024/04/04,06:00,8.2,0.0,83,296,1.5
2024/04/04,07:00,8.2,0.0,81,333,2.4
2024/04/04,08:00,9.1,0.0,77,261,1.1
2024/04/04,09:00,11.9,0.0,65,335,2.1
2024/04/04,10:00,13.1,0.0,59,329,1.8
2024/04/04,11:00,14.0,0.0,56,8,3.4
2024/04/04,12:00,14.9,0.0,53,37,2.4
2024/04/04,13:00,15.9,0.0,51,30,3.3
2024/04/04,14:00,16.1,0.0,54,94,4.8
2024/04/04,15:00,16.3,0.0,57,89,4.8
2024/04/04,16:00,16.9,0.0,53,100,5.5
2024/04/04,17:00,15.5,0.0,51,56,4.3
2024/04/04,18:00,14.0,0.0,58,70,4.0
2024/04/04,19:00,13.3,0.0,66,59,2.0
2024/04/04,20:00,12.9,0.0,70,54,1.2
2024/04/04,21:00,12.9,0.0,73,44,2.2
2024/04/04,22:00,12.7,0.0,71,208,3.8
2024/04/04,23:00,11.7,0.0,62,150,3.1
2024/04/05,00:00,11.3,0.0,62,152,3.1
2024/04/05,01:00,11.1,0.0,62,272,1.5
2024/04/05,02:00,11.1,0.0,61,335,1.2
2024/04/05,03:00,10.7,0.0,65,340,1.3
2024/04/05,04:00,10.6,0.0,68,320,1.2
2024/04/05,05:00,9.9,0.0,75,347,1.3
2024/04/05,06:00,8.8,0.0,80,317,0.8
2024/04/05,07:00,8.4,0.0,83,324,1.1
2024/04/05,08:00,8.8,0.0,79,10,0.6
2024/04/05,09:00,11.5,0.0,68,59,1.1
2024/04/05,10:00,13.1,0.0,61,109,1.3
2024/04/05,11:00,14.6,0.0,55,124,1.9
2024/04/05,12:00,15.3,0.0,51,84,4.0
2024/04/05,13:00,16.3,0.0,49,85,4.7
2024/04/05,14:00,16.0,0.0,50,94,5.1
2024/04/05,15:00,16.3,0.0,49,82,6.0
2024/04/05,16:00,16.5,0.0,43,99,4.0
2024/04/05,17:00,15.9,0.0,50,82,3.9
2024/04/05,18:00,15.4,0.0,52,94,4.7
2024/04/05,19:00,13.9,0.0,56,84,4.1
2024/04/05,20:00,13.4,0.0,60,104,4.5
2024/04/05,21:00,12.4,0.0,60,189,3.3
2024/04/05,22:00,11.4,0.0,63,201,3.1
2024/04/05,23:00,10.6,0.0,67,209,3.0
2024/04/06,00:00,9.8,0.0,69,210,1.8
2024/04/06,01:00,9.9,0.0,68,295,1.1
2024/04/06,02:00,9.4,0.0,68,285,1.6
2024/04/06,03:00,9.0,0.0,68,338,1.2
2024/04/06,04:00,8.5,0.0,72,305,0.8
2024/04/06,05:00,8.4,0.0,75,302,1.1
2024/04/06,06:00,8.4,0.0,71,311,1.1
2024/04/06,07:00,8.5,0.0,71,322,0.7
2024/04/06,08:00,9.2,0.0,69,267,0.9
2024/04/06,09:00,10.2,0.0,66,24,2.0
2024/04/06,10:00,9.5,0.8,79,68,0.5
2024/04/06,11:00,10.2,0.4,78,82,4.9
2024/04/06,12:00,10.1,0.0,77,143,1.5
2024/04/06,13:00,12.1,0.0,67,126,2.3
2024/04/06,14:00,14.0,0.0,59,99,3.0
2024/04/06,15:00,14.9,0.0,56,112,3.1
2024/04/06,16:00,15.2,0.0,56,94,4.0
2024/04/06,17:00,15.6,0.0,51,65,4.0
2024/04/06,18:00,14.7,0.0,54,75,3.5
2024/04/06,19:00,12.9,0.0,62,56,1.6
2024/04/06,20:00,12.9,0.0,62,56,1.6
2024/04/06,21:00,12.7,0.0,63,130,2.6
2024/04/06,22:00,12.5,0.0,61,189,2.7
2024/04/06,23:00,10.9,0.0,65,189,2.3
2024/04/07,00:00,10.5,0.0,65,211,2.2
2024/04/07,01:00,9.9,0.0,69,49,2.8
2024/04/07,02:00,9.9,0.0,71,53,1.9
2024/04/07,03:00,9.3,0.0,71,310,1.2
2024/04/07,04:00,9.2,0.0,68,344,0.5
2024/04/07,05:00,8.7,0.0,71,291,1.6
2024/04/07,06:00,8.6,0.0,72,323,0.9
2024/04/07,07:00,9.0,0.0,71,306,1.3
2024/04/07,08:00,8.3,1.8,83,298,1.5
2024/04/07,09:00,9.4,0.0,80,28,0.7
2024/04/07,10:00,10.9,0.0,72,164,0.7
2024/04/07,11:00,12.6,0.0,66,117,1.8
2024/04/07,12:00,14.2,0.0,62,99,3.5
2024/04/07,13:00,15.3,0.0,57,110,3.9
2024/04/07,14:00,15.7,0.0,57,106,3.5
2024/04/07,15:00,16.7,0.0,52,97,4.4
2024/04/07,16:00,17.1,0.0,45,82,3.9
2024/04/07,17:00,17.0,0.0,44,82,5.0
2024/04/07,18:00,15.5,0.0,47,75,3.1
2024/04/07,19:00,13.9,0.0,55,55,1.3
2024/04/07,20:00,12.7,0.0,58,166,4.6
2024/04/07,21:00,11.9,0.0,59,184,3.9
2024/04/07,22:00,11.2,0.0,61,214,2.4
2024/04/07,23:00,10.8,0.0,61,321,1.5
2024/04/08,00:00,10.5,0.0,63,299,1.5
2024/04/08,01:00,9.3,0.0,70,294,1.1
2024/04/08,02:00,8.8,0.0,72,330,1.3
2024/04/08,03:00,8.8,0.0,75,308,0.9
2024/04/08,04:00,8.2,0.0,80,311,0.9
2024/04/08,05:00,8.3,0.0,79,307,1.2
2024/04/08,06:00,8.8,0.0,77,282,2.0
2024/04/08,07:00,8.5,0.0,79,298,1.1
2024/04/08,08:00,9.3,0.0,78,332,0.7
2024/04/08,09:00,11.6,0.0,70,89,2.0
2024/04/08,10:00,12.8,0.0,67,87,3.2
2024/04/08,11:00,13.2,0.0,66,115,1.5
2024/04/08,12:00,14.7,0.0,59,128,2.7
2024/04/08,13:00,14.7,0.0,54,100,5.7
2024/04/08,14:00,15.4,0.0,57,97,3.6
2024/04/08,15:00,16.0,0.0,57,98,5.1
2024/04/08,16:00,16.3,0.0,49,77,4.1
2024/04/08,17:00,14.8,0.2,53,184,8.3
2024/04/08,18:00,12.6,0.0,59,166,4.0
2024/04/08,19:00,11.9,0.0,60,188,3.3
2024/04/08,20:00,11.8,0.0,58,188,4.2
2024/04/08,21:00,11.9,0.0,56,211,2.9
2024/04/08,22:00,11.9,0.0,57,97,5.0
2024/04/08,23:00,11.4,0.0,65,150,2.6
2024/04/09,00:00,10.6,0.0,64,283,1.5
2024/04/09,01:00,10.3,0.0,64,331,1.0
2024/04/09,02:00,10.0,0.0,63,285,1.6
2024/04/09,03:00,9.5,0.0,65,312,1.3
2024/04/09,04:00,9.1,0.0,65,317,1.0
2024/04/09,05:00,8.6,0.0,67,302,1.5
2024/04/09,06:00,7.6,0.0,71,312,0.9
2024/04/09,07:00,7.2,0.0,72,300,1.1
2024/04/09,08:00,7.9,0.0,70,281,0.5
2024/04/09,09:00,11.5,0.0,60,96,1.3
2024/04/09,10:00,12.2,0.0,56,108,2.7
2024/04/09,11:00,13.7,0.0,54,105,2.6
2024/04/09,12:00,14.7,0.0,50,111,2.9
2024/04/09,13:00,15.7,0.0,46,97,3.5
2024/04/09,14:00,16.4,0.0,45,107,3.1
2024/04/09,15:00,17.1,0.0,41,102,3.2
2024/04/09,16:00,17.6,0.0,38,82,4.6
2024/04/09,17:00,17.1,0.0,39,64,3.7
2024/04/09,18:00,16.0,0.0,41,47,3.4
2024/04/09,19:00,13.8,0.0,51,32,1.6
2024/04/09,20:00,13.8,0.0,51,32,1.6
2024/04/09,21:00,13.3,0.0,58,54,1.8
2024/04/09,22:00,12.9,0.0,68,294,1.0
2024/04/09,23:00,11.8,0.0,71,299,1.1
2024/04/10,00:00,11.1,0.0,73,313,1.1
2024/04/10,01:00,10.2,0.0,74,296,1.1
2024/04/10,02:00,9.8,0.0,77,281,2.0
2024/04/10,03:00,9.6,0.0,80,299,0.8
2024/04/10,04:00,9.2,0.0,81,301,1.3
2024/04/10,05:00,9.8,0.0,75,346,0.9
2024/04/10,06:00,9.9,0.0,72,61,1.8
2024/04/10,07:00,9.2,0.0,79,198,0.7
2024/04/10,08:00,9.7,0.0,78,245,1.9
2024/04/10,09:00,11.3,0.0,63,218,1.5
2024/04/10,10:00,13.0,0.0,60,126,1.7
2024/04/10,11:00,13.2,0.0,63,84,4.8
2024/04/10,12:00,13.0,0.0,67,80,5.5
2024/04/10,13:00,14.2,0.0,60,100,4.1
2024/04/10,14:00,15.4,0.0,51,108,3.6
2024/04/10,15:00,16.0,0.0,49,101,4.6
2024/04/10,16:00,16.2,0.0,49,79,5.7
2024/04/10,17:00,14.2,0.0,54,68,3.2
2024/04/10,18:00,12.8,0.0,58,278,3.6
2024/04/10,19:00,10.5,0.2,69,222,6.9
2024/04/10,20:00,9.0,0.0,72,212,6.9
2024/04/10,21:00,9.4,0.0,69,258,2.3
2024/04/10,22:00,9.6,0.0,67,244,1.7
2024/04/10,23:00,10.2,0.0,62,326,2.2
2024/04/11,00:00,9.3,0.0,72,333,5.1
2024/04/11,01:00,8.1,0.2,84,332,5.3
2024/04/11,02:00,8.0,0.0,85,264,4.1
2024/04/11,03:00,8.1,0.0,83,285,1.9
2024/04/11,04:00,8.0,0.0,81,297,0.4
2024/04/11,05:00,8.1,0.0,77,302,1.3
2024/04/11,06:00,7.1,0.0,85,352,4.2
2024/04/11,07:00,6.7,0.0,85,311,2.1
2024/04/11,08:00,7.1,0.0,83,246,2.0
2024/04/11,09:00,9.6,0.0,73,129,2.1
2024/04/11,10:00,10.7,0.0,66,340,1.4
2024/04/11,11:00,12.6,0.0,59,253,1.4
2024/04/11,12:00,14.5,0.0,52,21,2.2
2024/04/11,13:00,15.2,0.0,51,91,2.1
2024/04/11,14:00,15.6,0.0,49,50,2.7
2024/04/11,15:00,15.4,0.0,56,85,5.3
2024/04/11,16:00,14.2,0.0,60,90,4.3
2024/04/11,17:00,14.0,0.0,58,109,3.5
2024/04/11,18:00,13.0,0.0,62,186,4.7
2024/04/11,19:00,11.7,0.0,63,216,5.3
2024/04/11,20:00,9.2,9.4,78,261,4.6
2024/04/11,21:00,8.8,1.8,83,26,0.6
2024/04/11,22:00,8.8,0.2,86,311,1.7
2024/04/11,23:00,9.0,0.0,82,290,1.5
2024/04/12,00:00,9.0,0.0,78,280,1.1
2024/04/12,01:00,9.0,0.0,81,325,2.5
2024/04/12,02:00,8.6,0.0,75,285,1.5
2024/04/12,03:00,8.0,0.0,69,292,2.1
2024/04/12,04:00,7.7,0.0,66,306,1.8
2024/04/12,05:00,7.7,0.0,65,309,1.0
2024/04/12,06:00,7.4,0.0,69,255,1.7
2024/04/12,07:00,6.9,0.0,76,294,1.7
2024/04/12,08:00,7.6,0.0,69,312,1.0
2024/04/12,09:00,10.4,0.0,55,276,1.5
2024/04/12,10:00,12.2,0.0,56,79,1.6
2024/04/12,11:00,14.4,0.0,48,311,2.0
2024/04/12,12:00,15.9,0.0,44,348,1.7
2024/04/12,13:00,15.9,0.0,44,203,0.9
2024/04/12,14:00,15.4,0.4,49,29,1.5
2024/04/12,15:00,15.1,0.0,57,79,3.8
2024/04/12,16:00,13.3,0.8,57,57,2.7
2024/04/12,17:00,12.6,0.0,62,126,1.2
2024/04/12,18:00,10.0,1.8,72,22,4.8
2024/04/12,19:00,9.1,0.0,76,11,3.3
2024/04/12,20:00,8.5,0.0,83,360,0.8
2024/04/12,21:00,8.6,0.0,81,281,1.5
2024/04/12,22:00,8.6,0.0,81,306,1.4
2024/04/12,23:00,8.7,0.0,79,294,1.8
2024/04/13,00:00,8.5,0.0,77,282,1.6
2024/04/13,01:00,8.4,0.0,76,273,1.1
2024/04/13,02:00,8.5,0.0,75,290,1.9
2024/04/13,03:00,8.9,0.0,71,284,2.0
2024/04/13,04:00,8.2,0.0,72,277,1.4
2024/04/13,05:00,7.8,0.0,73,288,1.5
2024/04/13,06:00,7.7,0.0,74,271,1.7
2024/04/13,07:00,7.1,0.0,80,331,0.9
2024/04/13,08:00,7.5,0.0,78,281,1.0
2024/04/13,09:00,10.0,0.0,73,93,2.1
2024/04/13,10:00,11.9,0.0,68,26,2.5
2024/04/13,11:00,14.3,0.0,48,6,3.5
2024/04/13,12:00,15.0,0.0,50,340,2.7
2024/04/13,13:00,15.8,0.0,47,31,3.7
2024/04/13,14:00,17.0,0.0,41,4,3.0
2024/04/13,15:00,17.9,0.0,35,7,2.9
2024/04/13,16:00,18.7,0.0,30,19,3.7
2024/04/13,17:00,18.2,0.0,32,5,3.8
2024/04/13,18:00,16.4,0.2,43,243,7.5
2024/04/13,19:00,11.3,1.4,59,261,2.2
2024/04/13,20:00,11.3,0.0,65,313,1.2
2024/04/13,21:00,11.4,0.0,60,226,3.5
2024/04/13,22:00,10.4,0.0,63,216,2.1
2024/04/13,23:00,9.9,0.0,64,1,1.3
2024/04/14,00:00,9.1,0.0,65,282,0.9
2024/04/14,01:00,8.5,0.0,66,324,1.3
2024/04/14,02:00,8.3,0.0,63,293,0.9
2024/04/14,03:00,7.9,0.0,65,8,0.7
2024/04/14,04:00,7.9,0.0,62,320,0.9
2024/04/14,05:00,7.8,0.0,61,336,1.4
2024/04/14,06:00,7.6,0.0,61,314,0.9
2024/04/14,07:00,7.1,0.0,63,312,1.5
2024/04/14,08:00,8.0,0.0,59,293,1.0
2024/04/14,09:00,11.2,0.0,55,94,1.0
2024/04/14,10:00,12.8,0.0,48,265,3.5
2024/04/14,11:00,14.2,0.0,44,281,2.7
2024/04/14,12:00,15.5,0.0,37,308,2.2
2024/04/14,13:00,16.6,0.0,33,266,2.2
2024/04/14,14:00,17.8,0.0,25,252,2.8
2024/04/14,15:00,18.7,0.0,24,300,4.8
2024/04/14,16:00,18.7,0.0,21,256,6.6
2024/04/14,17:00,18.6,0.0,26,5,4.5
2024/04/14,18:00,16.6,0.0,38,353,2.9
2024/04/14,19:00,16.1,0.0,29,233,3.6
2024/04/14,20:00,13.2,0.0,34,242,3.4
2024/04/14,21:00,12.5,0.0,32,266,5.2
2024/04/14,22:00,11.7,0.0,32,272,5.7
2024/04/14,23:00,11.0,0.0,29,272,3.9
2024/04/15,00:00,9.9,0.0,30,285,2.3
2024/04/15,01:00,9.6,0.0,33,273,3.2
2024/04/15,02:00,8.3,0.0,38,298,1.2
2024/04/15,03:00,7.8,0.0,39,311,1.3
2024/04/15,04:00,7.7,0.0,38,313,2.1
2024/04/15,05:00,7.2,0.0,41,258,4.7
2024/04/15,06:00,7.1,0.0,40,278,3.2
2024/04/15,07:00,6.6,0.0,38,299,2.1
2024/04/15,08:00,7.7,0.0,35,295,1.0
2024/04/15,09:00,10.3,0.0,25,265,2.9
2024/04/15,10:00,11.9,0.0,23,260,3.5
2024/04/15,11:00,13.6,0.0,19,255,5.2
2024/04/15,12:00,14.8,0.0,16,255,6.1
2024/04/15,13:00,16.0,0.0,16,275,4.7
2024/04/15,14:00,17.4,0.0,16,261,3.0
2024/04/15,15:00,18.6,0.0,15,251,3.1
2024/04/15,16:00,19.2,0.0,13,216,3.6
2024/04/15,17:00,19.3,0.0,15,231,3.7
2024/04/15,18:00,18.7,0.0,11,248,4.6
2024/04/15,19:00,15.2,0.0,19,209,3.7
2024/04/15,20:00,12.6,0.0,26,237,3.8
2024/04/15,21:00,11.4,0.0,29,246,2.6
2024/04/15,22:00,9.4,0.0,37,214,1.5
2024/04/15,23:00,8.4,0.0,32,169,3.8
2024/04/16,00:00,7.2,0.0,34,284,1.2
2024/04/16,01:00,6.6,0.0,29,290,1.7
2024/04/16,02:00,5.4,0.0,31,291,2.0
2024/04/16,03:00,4.7,0.0,39,338,1.9
2024/04/16,04:00,4.0,0.0,45,287,2.2
2024/04/16,05:00,3.4,0.0,42,285,1.7
2024/04/16,06:00,3.1,0.0,45,309,1.2
2024/04/16,07:00,2.4,0.0,51,290,1.2
2024/04/16,08:00,4.8,0.0,44,60,0.7
2024/04/16,09:00,7.8,0.0,41,117,1.4
2024/04/16,10:00,8.9,0.0,48,118,2.0
2024/04/16,11:00,11.1,0.0,38,108,3.0
2024/04/16,12:00,13.6,0.0,26,108,4.3
2024/04/16,13:00,15.0,0.0,24,107,3.8
2024/04/16,14:00,16.1,0.0,21,98,3.0
2024/04/16,15:00,17.1,0.0,18,94,3.7
2024/04/16,16:00,17.2,0.0,25,106,4.8
2024/04/16,17:00,16.8,0.0,28,81,3.8
2024/04/16,18:00,15.5,0.0,26,59,3.0
2024/04/16,19:00,11.6,0.0,36,1,1.4
2024/04/16,20:00,11.6,0.0,36,1,1.4
2024/04/16,21:00,10.9,0.0,36,253,1.5
2024/04/16,22:00,9.7,0.0,39,333,1.6
2024/04/16,23:00,9.0,0.0,42,295,1.7
2024/04/17,00:00,8.1,0.0,41,333,1.1
2024/04/17,01:00,8.1,0.0,39,319,1.3
2024/04/17,02:00,7.4,0.0,40,287,1.8
2024/04/17,03:00,6.4,0.0,45,292,1.5
2024/04/17,04:00,5.9,0.0,48,318,0.8
2024/04/17,05:00,5.4,0.0,51,287,1.0
2024/04/17,06:00,5.3,0.0,52,296,1.1
2024/04/17,07:00,4.9,0.0,56,309,1.6
2024/04/17,08:00,6.1,0.0,56,273,0.4
2024/04/17,09:00,9.1,0.0,54,93,2.5
2024/04/17,10:00,10.8,0.0,51,115,1.9
2024/04/17,11:00,12.8,0.0,53,136,2.2
2024/04/17,12:00,13.7,0.0,49,104,3.5
2024/04/17,13:00,14.8,0.0,41,108,3.0
2024/04/17,14:00,15.5,0.0,39,90,5.4
2024/04/17,15:00,16.2,0.0,38,91,4.9
2024/04/17,16:00,16.2,0.0,34,94,4.0
2024/04/17,17:00,16.0,0.0,29,69,4.6
2024/04/17,18:00,14.8,0.0,32,59,3.6
2024/04/17,19:00,12.8,0.0,45,75,2.0
2024/04/17,20:00,11.5,0.0,54,94,3.0
2024/04/17,21:00,11.6,0.0,51,92,1.3
2024/04/17,22:00,10.4,0.0,54,321,1.3
2024/04/17,23:00,9.8,0.0,51,299,1.4
2024/04/18,00:00,10.0,0.0,49,329,1.2
2024/04/18,01:00,9.1,0.0,38,313,1.0
2024/04/18,02:00,8.2,0.0,38,316,1.0
2024/04/18,03:00,8.0,0.0,46,306,1.0
2024/04/18,04:00,7.0,0.0,58,285,2.2
2024/04/18,05:00,6.9,0.0,63,317,0.9
2024/04/18,06:00,7.1,0.0,67,323,1.3
2024/04/18,07:00,6.4,0.0,75,311,1.0
2024/04/18,08:00,7.7,0.0,70,312,0.7
2024/04/18,09:00,11.5,0.0,61,126,1.1
2024/04/18,10:00,12.1,0.0,61,94,2.3
2024/04/18,11:00,13.2,0.0,55,96,3.9
2024/04/18,12:00,14.1,0.0,51,120,2.9
2024/04/18,13:00,15.2,0.0,44,108,3.6
2024/04/18,14:00,16.2,0.0,41,86,4.4
2024/04/18,15:00,16.0,0.0,44,86,4.4
2024/04/18,16:00,16.2,0.0,35,82,4.5
2024/04/18,17:00,15.6,0.0,30,78,3.6
2024/04/18,18:00,14.2,0.0,35,60,2.5
2024/04/18,19:00,11.7,0.0,54,51,1.4
2024/04/18,20:00,11.7,0.0,54,51,1.4
2024/04/18,21:00,11.7,0.0,61,42,2.0
2024/04/18,22:00,10.5,0.0,66,312,1.1
2024/04/18,23:00,9.5,0.0,71,310,0.7
2024/04/19,00:00,9.0,0.0,76,298,1.1
2024/04/19,01:00,8.6,0.0,79,296,1.1
2024/04/19,02:00,7.9,0.0,79,299,1.3
2024/04/19,03:00,7.4,0.0,82,325,0.9
2024/04/19,04:00,7.1,0.0,82,311,0.9
2024/04/19,05:00,6.8,0.0,83,304,1.0
2024/04/19,06:00,6.3,0.0,85,325,1.2
2024/04/19,07:00,6.3,0.0,83,298,1.2
2024/04/19,08:00,7.7,0.0,78,72,2.3
2024/04/19,09:00,10.4,0.0,68,103,1.0
2024/04/19,10:00,11.4,0.0,65,95,2.0
2024/04/19,11:00,13.0,0.0,57,108,2.1
2024/04/19,12:00,14.1,0.0,52,108,3.1
2024/04/19,13:00,14.8,0.0,50,93,4.0
2024/04/19,14:00,15.5,0.0,47,80,4.1
2024/04/19,15:00,15.7,0.0,44,82,3.7
2024/04/19,16:00,16.0,0.0,40,87,4.3
2024/04/19,17:00,15.8,0.0,35,78,4.1
2024/04/19,18:00,15.0,0.0,37,67,2.0
2024/04/19,19:00,13.5,0.0,47,61,1.8
2024/04/19,20:00,12.1,0.0,56,88,2.3
2024/04/19,21:00,12.3,0.0,58,160,2.4
2024/04/19,22:00,11.1,0.0,54,338,1.8
2024/04/19,23:00,10.3,0.0,60,308,1.2
2024/04/20,00:00,9.4,0.0,64,326,0.6
2024/04/20,01:00,8.8,0.0,65,288,1.7
2024/04/20,02:00,8.3,0.0,67,304,1.0
2024/04/20,03:00,8.1,0.0,68,297,1.1
2024/04/20,04:00,7.6,0.0,73,312,1.2
2024/04/20,05:00,7.3,0.0,75,325,1.0
2024/04/20,06:00,7.6,0.0,74,87,1.8
2024/04/20,07:00,7.0,0.0,81,294,1.1
2024/04/20,08:00,8.0,0.0,72,260,0.6
2024/04/20,09:00,11.8,0.0,57,82,2.0
2024/04/20,10:00,12.4,0.0,57,100,2.1
2024/04/20,11:00,13.0,0.0,58,95,2.6
2024/04/20,12:00,14.8,0.0,50,114,3.0
2024/04/20,13:00,15.4,0.0,49,116,2.3
2024/04/20,14:00,15.4,0.0,50,104,5.0
2024/04/20,15:00,15.9,0.0,46,90,3.5
2024/04/20,16:00,17.0,0.0,41,99,4.2
2024/04/20,17:00,16.3,0.0,42,66,5.5
2024/04/20,18:00,14.9,0.0,47,57,4.2
2024/04/20,19:00,12.9,0.0,62,63,2.0
2024/04/20,20:00,11.8,0.0,68,86,1.7
2024/04/20,21:00,12.3,0.0,67,173,1.8
2024/04/20,22:00,11.8,0.0,63,270,0.9
2024/04/20,23:00,11.5,0.0,66,325,1.4
2024/04/21,00:00,10.5,0.0,70,343,1.5
2024/04/21,01:00,10.0,0.0,68,331,1.3
2024/04/21,02:00,9.3,0.0,67,294,0.9
2024/04/21,03:00,9.7,0.0,65,332,1.0
2024/04/21,04:00,9.3,0.0,68,332,2.8
2024/04/21,05:00,8.5,0.2,77,138,3.5
2024/04/21,06:00,8.3,0.0,78,317,1.5
2024/04/21,07:00,8.7,0.0,72,286,1.0
2024/04/21,08:00,9.6,0.0,69,257,1.0
2024/04/21,09:00,12.2,0.0,60,140,1.2
2024/04/21,10:00,13.5,0.0,56,94,2.2
2024/04/21,11:00,14.6,0.0,50,118,2.4
2024/04/21,12:00,15.6,0.0,48,119,3.2
2024/04/21,13:00,16.6,0.0,43,118,2.9
2024/04/21,14:00,17.0,0.0,39,101,4.7
2024/04/21,15:00,17.8,0.0,30,99,4.3
2024/04/21,16:00,18.1,0.0,27,99,4.2
